account,company_name,industry,sub_industry,workflow_pattern,classification_source,confidence,ltv,mrr,users,account_age_days,annual_sales,qb_customers,health_score,total_events,invoices,estimates,opportunities,activities,industry_account_count,industry_avg_ltv,industry_median_ltv,industry_total_ltv,industry_avg_users,industry_median_users,industry_avg_mrr,industry_median_mrr,industry_avg_invoices,industry_avg_estimates,industry_avg_opportunities,industry_avg_activities,sub_account_count,sub_avg_ltv,sub_median_ltv,sub_avg_users,sub_median_users,sub_avg_mrr,sub_avg_invoices,sub_avg_estimates,sub_avg_opportunities,sub_avg_activities,website,description,product_types,product_complexity,mwd_vertical,sector,signup_date,qbo_industry
houhyd,HOUSTON HYDRAULIC,Other,Unclassified,transactional,unclassified,,24599.0,,5.0,,1500483,11529.0,42.0,138,70,68,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,"Serving hydraulic needs since 1945, Houston, TX (8101 Pinemont Dr). Comprehensive fluid power solutions provider. 60+ years designing/manufacturing hydraulic power units for wide-range applications. Distribution, design, manufacturing, testing, implementation capabilities.","Hydraulic components from leading manufacturers: pumps, motors, cylinders, valves. Hydraulic power units (60+ years manufacturing). Design/build custom hydraulic systems. Repair/service: cylinders, pumps, motors, valves, components, complete systems. Technical design, manufacturing, testing, implementation services. Wide variety high-quality hydraulic components.","Very High - 60+ years hydraulic power unit design/manufacturing, comprehensive fluid power solutions, custom hydraulic system design/build, multi-component repair/service (cylinders/pumps/motors/valves), leading manufacturer distribution, technical design/testing/implementation capabilities, wide-ranging applications expertise.",Manufacturing (MWD),Manufacturing,2018-07-26,Manufacturing
usafleetsolutions,USA Fleet Solutions,Food & Beverage,Spirits,quote_driven,llm_classification,medium,58546.0,,16.0,0.0,6355972,2491.0,71.0,16428,1890,2152,0,12386,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,,"Founded 2006 in Reno, NV by Steve and Laurie Yarborough. Authorized Geotab Reseller. Serves small businesses and large government fleets nationwide. Remote engine diagnostics and GPS tracking systems.","GO Devices (vehicle tracking), cameras (fleet safety), GO Anywhere (asset tracking for trailers/containers), telematics, dispatch & navigation, ELD compliance, maintenance & diagnostics, 24/7 customer service, customized reporting.",High - Complex telematics systems with CSA/ELD compliance requirements. Customized reporting and data analysis. Hardware installation and ongoing software support across 14+ states.,Manufacturing (MWD),Hardware Manufacturing,2018-07-18,
novamen,Novamen Inc.,Consumer Goods,Apparel,quote_driven,llm_classification,medium,30891.0,,18.0,0.0,0,4896.0,53.0,9882,0,1339,728,7815,70,9459.47,5551.25,662162.6,6.61,5.0,403.92,366.0,552.67,547.01,212.17,3277.57,9.0,8793.39,4451.0,5.44,4.0,325.0,323.22,239.67,152.0,2005.22,,"Indigenous-owned and operated, based Red Deer, Alberta. Serves oil, natural gas, mining, forestry, construction, transportation industries throughout Canada. 100 tanks with 5+ million liters bulk storage at 2 locations. Facilities: Red Deer, Blackfalds, Pincher Creek, Fort McKay, Chetwynd, Penhold, Grande Prairie.","Dust control products (unpaved roads, construction), deicing agents, cleaners/degreasers (NovaSol HD for oils/greases), industrial process chemicals (Tri-Ethylene Glycol, Propylene Glycol), H₂S scavenging, hydro testing chemicals, wastewater treatment solutions, DEF products (NovaBlue DEF for diesel vehicles), various glycols. Custom formulations for oil/gas/mining/forestry.","High - Multi-facility bulk chemical storage (5M+ liters), diverse industrial applications, custom chemical formulation, specialized products (H₂S scavenging, DEF), environmental compliance (dust control, wastewater treatment), Indigenous business operations across Western Canada.",Wholesale and distribution services (MWD),Distributors,2018-07-16,RetailShoporOnlineCommerce
fifoil,Fi-Foil Company,Construction & Building,Insulation,crm_pipeline,manual_verification,high,54118.0,760.0,15.0,0.0,16166730,9483.0,54.0,19712,0,564,567,18581,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,1.0,54118.0,54118.0,15.0,15.0,760.0,0.0,564.0,567.0,18581.0,,"Florida-based manufacturer, 30+ years. One of nation's largest manufacturers of reflective insulation and radiant barriers. Leader and innovator in energy-efficient reflective insulation for residential, commercial, and agricultural buildings.","Radiant barriers (block up to 97% radiant heat transfer), reflective insulation systems, SCIF barriers (electromagnetic/frequency blocking for secure facilities), SkyFlex air barriers, FSK Class A facing insulation, attic/roof/ceiling/wall solutions.","High - Advanced performance reflective insulation technology. Diverse product range requiring specialized manufacturing. Designed for ease of installation with lasting thermal performance. Sustainable, high-value products.",Manufacturing (MWD),Industrial Machinery Manufacturing,2018-06-25,
fxpartnersusa1,Molecule,Other,Unclassified,transactional,unclassified,,8941.0,,2.0,,676808,4151.0,25.0,216,216,0,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),Manufacturing,2018-06-17,Manufacturing
AVAILForensicsCo1,ANABASIS LLC dba AVAIL Forensics Systems,Other,Unclassified,quote_driven,unclassified,,5836.0,,1.0,,71388,2591.0,33.0,114,0,114,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),,2018-06-04,Computer systems design services
officefurniturecentreglasgow,Office Furniture Centre Ltd,Furniture,Furniture,quote_driven,llm_classification,medium,17186.0,,5.0,,1435146,12696.0,60.0,2420,0,2420,0,0,16,13490.53,10213.0,215848.42,5.12,5.0,379.6,312.0,569.12,965.19,261.12,2519.56,12.0,10104.38,7122.5,4.42,4.0,298.0,486.5,850.58,97.17,968.25,,PENDING RESEARCH - No specific company information found. Likely Canadian office furniture distributor based on 'Ltd' designation and context. Requires additional verification for accurate details.,"PENDING RESEARCH - Likely office furniture, desks, chairs, workstations. Requires verification.",PENDING - Requires additional research to determine specific capabilities and market position.,Retail,Office furniture stores,2018-05-26,
fujimats,"FUJI Mats, LLC",Sports & Recreation,Martial Arts Equipment,quote_driven,manual_verification,high,105391.71,1142.0,20.0,2795.0,14253009,31928.0,75.0,33716,5311,6465,1231,20709,6,36253.21,21851.41,217519.28,10.33,9.5,668.0,468.0,885.17,3086.83,273.67,4352.83,1.0,105391.71,105391.71,20.0,20.0,1142.0,5311.0,6465.0,1231.0,20709.0,,"US-based manufacturer of training mats and gym equipment for martial arts (Jiu Jitsu, MMA, Judo). Official IJF Supplier. Products manufactured in USA with worldwide distribution through resellers and international distributors.","Training mats (Tatami & Smooth MMA mats in various thicknesses 0.5""-2.0""), crash pads, wall padding, pole padding, rubber flooring, turf flooring, plyo boxes, cage panels, bag racks.","Medium - Multiple mat sizes and thickness options, facility outfitting products. Manufacturing in USA with international distribution network.",Manufacturing (MWD),ManufacturerRepresentativeorAgent,2018-04-23,ManufacturerRepresentativeorAgent
classicrockfaceblock,Classic Rock Face Block,Security Equipment,Safes/Security,quote_driven,llm_classification,medium,18186.0,,3.0,,261414,3100.0,57.0,628,271,324,33,0,6,23038.71,14556.5,138232.25,6.5,4.0,652.5,652.5,873.83,762.5,573.0,5323.0,4.0,9421.0,9621.5,3.0,2.5,,122.25,102.75,13.0,0.0,,"Manufacturer of historic concrete rock face blocks (also known as rusticated or molded concrete blocks). Uses castings from original blocks and design plates to create historically accurate replicas. Suitable for restoration projects and period-style new construction. Approved by historic neighborhood associations, city historic commissions, National Park Service. Ships nationwide, no minimum quantity.","Historic rock face concrete blocks: exact replica full size blocks, veneers for historically accurate restoration/period-style new construction. Meets ASTM standards. Early 20th century home restoration specialization. Sears Kit Homes blocks. Created using cast-iron face plates or plaster molds from cut stone blocks. Portland cement/sand/gravel construction.","Very High - Historical accuracy expertise (original block castings/design plates), National Park Service approval, ASTM standards compliance, historic neighborhood association/city commission approvals, early 20th century construction replication, Sears Kit Homes specialization, cast-iron face plate/plaster mold technology, nationwide shipping (no minimums), restoration/period-style new construction dual applications.",Manufacturing (MWD),"Mosaic tile, ceramic, manufacturing",2018-03-07,Manufacturing
ascocarbondioxideinc,ASCO CARBON DIOXIDE INC.,Automotive,Auto Parts,quote_driven,llm_classification,medium,36148.0,445.0,9.0,,2872202,5455.0,49.0,519,0,519,0,0,8,14741.75,13346.5,117934.0,6.12,6.0,395.6,427.0,903.12,469.62,191.0,8311.0,3.0,15883.0,11121.0,8.0,9.0,550.5,0.0,200.0,217.67,1482.67,,"Swiss global company, part of Messer Group since 2007 (centre of competence for CO2). US subsidiary founded July 2016 in Orange Park, FL. 130+ years practical experience. CO2 production/recovery plants installed in 100+ countries.","Carbon capture plants, CO2 recovery systems (ASCOSORB stack gas technology), ASCOJET dry ice blasting machines, dry ice production machines, CO2 cylinder filling systems, CO2 vaporizers, CO2 storage tanks, CO2 dosing systems (water neutralization), CO2 accessories.","Very High - Energy-efficient CO2 gas recovery technology, carbon capture engineering, proprietary ASCOSORB technology, complete turnkey CO2 solutions, global installations requiring technical support, dry ice production equipment, industrial gas expertise.",Manufacturing (MWD),Soap and Cleaning Compound Manufacturing,2018-03-06,
magnummarketing,Magnum Automotive Equipment,Automotive,Shop Equipment,quote_driven,manual_verification,high,22536.0,,6.0,,1003480,2696.0,60.0,4274,0,1740,38,2496,8,14741.75,13346.5,117934.0,6.12,6.0,395.6,427.0,903.12,469.62,191.0,8311.0,1.0,22536.0,22536.0,6.0,6.0,,0.0,1740.0,38.0,2496.0,,"Manufactures premium automotive lifts for all purposes: residential parking solutions to portable mechanic lifts. Complete offering automotive, truck, specialty lift options. Attractive price point with parts/labor warranty. Quality construction (heavy-duty leaf chain, steel pulleys, high-strength cable equalization).","Two-Post Lifts (9,000 lb, 11,000 lb capacities, heavy-duty leaf chain, steel pulleys, high-strength cable equalization), Four-Post Lifts ('Deluxe Series' 7,000-9,000 lb capacity, aircraft quality cables rated 14,500 lbs, storage/service), Specialty Lifts (Mid-rise for cars/vans/light-duty trucks, tire/wheel/brake repairs, collision repair, new car prep), Single Post Lifts (4,500 lb, 6,000 lb models, custom configurations). Quality construction with warranty.","High - Multi-category lift engineering (two-post/four-post/specialty/single-post), capacity range 4,500-11,000+ lbs, heavy-duty component specifications (leaf chain/steel pulleys/aircraft cables), safety feature integration, residential/commercial applications, collision repair/service versatility, custom configuration capabilities, parts/labor warranty program.",Manufacturing (MWD),ManufacturerRepresentativeorAgent,2018-02-20,ManufacturerRepresentativeorAgent
theheartpinecompany,The HeartPine Company,Other,Unclassified,crm_pipeline,unclassified,,10946.0,,4.0,,2921571,3177.0,38.0,72,0,0,72,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),Millwork,2018-01-25,
celluma,"BioPhotas, Inc.",Healthcare & Medical,LED Light Therapy,mixed,manual_verification,high,83440.0,1122.0,24.0,2895.0,50953150,151300.0,65.0,90126,0,0,0,90126,32,20200.82,8934.0,646426.27,7.09,6.0,482.4,398.0,649.19,648.25,50.34,6096.09,1.0,83440.0,83440.0,24.0,24.0,1122.0,0.0,0.0,0.0,90126.0,,"FDA registered medical device company founded 2011 in Tustin, CA. Flagship product Celluma uses proprietary photo-modulation LED technology. 10 FDA clearances for treatment indications including acne, wrinkles, arthritis, pain, hair loss.","Celluma LED light therapy devices (flexible panels using blue, red, near-infrared wavelengths) for skin conditions, muscle & joint pain, acne, wrinkles, hair loss.",High - FDA-regulated medical devices with multiple treatment indications. Proprietary photo-modulation technology. Flexible device design differentiates from rigid panel competitors.,Manufacturing (MWD),Manufacturing,2018-01-10,manufacturing
stagepolymers,Stage Polymers LLC,Manufacturing,Plastics,quote_driven,llm_classification,medium,10782.0,,2.0,,4537055,182.0,68.0,1054,481,573,0,0,26,9205.66,3855.5,239347.07,4.35,3.0,291.12,343.5,503.77,278.77,160.12,2463.77,2.0,8373.0,8373.0,2.5,2.5,,240.5,286.5,0.0,328.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Wholesale and distribution services (MWD),"Agents and brokers, nondurable goods, wholesale trade",2017-12-30,
knf,KNF Neille Olson,Manufacturing,Pump Equipment,transactional,manual_verification,high,29112.0,300.0,7.0,0.0,1282915,368.0,52.0,15914,1243,0,0,14671,26,9205.66,3855.5,239347.07,4.35,3.0,291.12,343.5,503.77,278.77,160.12,2463.77,1.0,29112.0,29112.0,7.0,7.0,300.0,1243.0,0.0,0.0,14671.0,,"KNF Neuberger, Inc. - renowned global leader in manufacturing/distribution of high-quality vacuum pumps with decades of history. Develops, designs, manufactures diaphragm pumps for moving gases/liquids in industries worldwide. Environmentally-friendly, cost-effective alternatives to water aspirators.","LABOPORT® vacuum pumps (laboratory focus, ease of use), micro diaphragm pumps (gases/vacuum transfer), diaphragm vacuum pumps, rotary vane pumps, piston pumps, liquid ring pumps. Standard miniature pumps: 0.33-16 l/min flow rates, pressure up to 5.5 bar, vacuum down to 50 mbar abs. Low pressure, accurate control.","High - Global vacuum pump manufacturing requiring diverse technologies (diaphragm, rotary vane, piston, liquid ring), precision engineering for laboratory applications, environmentally-friendly design, accurate pressure/vacuum control, worldwide distribution.",Manufacturing (MWD),Manufacturing,2017-12-28,Manufacturing
tippmannarmscompanyllc,Tippmann Arms Company LLC,Sports & Recreation,Sporting Goods/Airsoft,quote_driven,manual_verification,high,33382.0,394.0,10.0,0.0,7506383,29964.0,52.0,2003,0,2003,0,0,6,36253.21,21851.41,217519.28,10.33,9.5,668.0,468.0,885.17,3086.83,273.67,4352.83,1.0,33382.0,33382.0,10.0,10.0,394.0,0.0,2003.0,0.0,0.0,,"New Haven/Fort Wayne, IN. Founded by Dennis Tippmann Jr. (formerly Tippmann Paintball - sold 2014). 86,000 sq ft state-of-the-art facility. All critical components machined in-house (upper/lower receivers, barrels, bolts/BCG). 4-axis CNC machines, gun drilling, rifling equipment.","M4-22 rifles (.22LR semi-automatic), M4-22 pistols, AR platform variations, magazines, accessories. Focus on .22LR caliber firearms based on popular AR platform.","Very High - Firearms manufacturing requiring precision machining, in-house production of critical components, state-of-the-art CNC/gun drilling/rifling equipment, 20 patents from paintball background, quality control, dealer network management, regulatory compliance.",Manufacturing (MWD),Small Arms Ammunition Manufacturing,2017-12-13,
ErazorBits2017,Erazor bits,Other,Unclassified,transactional,unclassified,,3840.0,,1.0,,567474,1896.0,16.0,311,311,0,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,"Serving patriots since 1993. All clothing printed in USA. South Florida operations. Specializes in patriotic apparel for US Military men/women. Serves military members, firefighters, police officers, first responders, fishermen, electricians, miners, mechanics, hunters, welders, truckers, poker players. Website: shoperazorbits.com. Available on Amazon.","Patriotic & military apparel: t-shirts, sweatshirts, hoodies, long sleeves, glassware, decals, aluminum art signs, throw blankets, towels, mugs, coasters, Christmas ornaments, face masks. Armed Forces designs for all US branches (Air Force, Army, Coast Guard, Marine Corps, Navy). USA printed clothing. Multi-category merchandise for patriots.","Medium-High - 30+ years patriotic apparel expertise, USA printing operations, all US military branches design licensing/representation, multi-category product portfolio (apparel/glassware/signage/home goods), e-commerce/Amazon dual-channel distribution, first responder market specialization, diverse occupational targeting (fishermen/electricians/miners/mechanics/hunters/welders/truckers), South Florida manufacturing.",Wholesale and distribution services (MWD),wholesale_distribution,2017-11-18,wholesale_distribution
lenworth,Lenworth Building Services Limited,Services,Equipment Service/Repair,quote_driven,manual_verification,medium,61936.0,,9.0,,0,13758.0,24.0,3155,0,1009,981,1165,18,11923.02,5521.38,214614.37,5.33,4.0,311.8,269.0,426.22,198.33,155.11,1853.06,1.0,61936.0,61936.0,9.0,9.0,,0.0,1009.0,981.0,1165.0,,"Founded 2003 in Greater Toronto Area by Ralph Cawker. Sells, installs, and services commercial overhead doors, high-speed doors, loading dock equipment, and industrial fans. 24-hour emergency service to minimize facility downtime.","Commercial overhead doors, high-speed doors, loading dock levelers, dock seals/shelters, truck restraints, dock accessories, electrical services, HVLS fans, gate systems.","High - Complex commercial building systems with preventative maintenance programs. Solution-based approach reviewing customer history, application, issues to reduce downtime and operating costs.",Wholesale and distribution services (MWD),Garage door dealers,2017-10-30,OtherNone
dmitriyco1,DMITRIY & CO.,Services,Custom Services,crm_pipeline,manual_verification,low,21479.0,,4.0,,6271001,11104.0,62.0,2587,0,0,158,2429,18,11923.02,5521.38,214614.37,5.33,4.0,311.8,269.0,426.22,198.33,155.11,1853.06,1.0,21479.0,21479.0,4.0,4.0,,0.0,0.0,158.0,2429.0,,"Founded 2011 by husband-wife team Donna and David Feldman, New York, NY. Modern upholstery atelier, timeless furniture design, exquisite craftsmanship. Three generations mastery from Lower East Side NY. Industry leader couture upholstery/contemporary furniture design. Acquired by Restoration Hardware December 2022 to support RH Couture Upholstery launch.","Bespoke made-to-order furniture: sofas, sectionals, lounge/occasional chairs, beds, daybeds, chaises, benches, ottomans, handcrafted fabrics. Distinctive upholstery produced by hand. Customizable details. Couture upholstery specialization. Contemporary furniture design.","Very High - 3 generations furniture-making mastery, couture upholstery artisan craftsmanship, bespoke made-to-order customization, handcrafted fabric production, contemporary design leadership, New York atelier operations, Restoration Hardware acquisition (December 2022) for RH Couture Upholstery, luxury home furnishing market.",Retail,Furniture and Home Furnishings Stores,2017-10-16,Furniture and Home Furnishings Stores
thesplashhottubspools,Splash Hot Tubs & Pools Inc,Services,Professional Services,transactional,llm_classification,medium,39744.0,326.0,11.0,0.0,1037657,2744.0,64.0,14302,565,0,0,13737,18,11923.02,5521.38,214614.37,5.33,4.0,311.8,269.0,426.22,198.33,155.11,1853.06,12.0,8097.78,3776.5,5.42,4.0,344.75,379.0,87.67,98.25,1793.25,,"Started 1993 as Splash Nash Spas by Dave Nash in Whistler, BC. Grown from 13 clients to 500+ ongoing service clients. Locations: North Vancouver, Squamish & Whistler. Authorized Hot Spring dealer. Free in-home consultations.","Hot tubs, swim spas, swimming pools (sales/service/installation), synthetic grass, firepits, backyard products. Premium brands. Service, repairs, pool building, site inspections.","High - Full-service hot tub/pool/spa business requiring installation expertise, ongoing service for 500+ clients, authorized dealership requirements, pool construction capabilities, multiple location operations in BC.",Retail,All Other Miscellaneous Store Retailers,2017-09-29,All other miscellaneous store retailers (except tobacco stores)
ct,Centanni Tile Inc.,Food & Beverage,Pet Food/Feed,quote_driven,manual_verification,medium,20240.0,,5.0,,1847580,927.0,62.0,1412,0,49,0,1363,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,1.0,20240.0,20240.0,5.0,5.0,,0.0,49.0,0.0,1363.0,,"Burnaby, British Columbia (3737 Napier St). Tile & Stone importer servicing Western Canada. Curated selection of unique European-imported ceramics and porcelains from Italy, Spain, worldwide. Distributes complete line of Laticrete Installation materials & Miracle Sealants Products. Supplies high-end homes, restaurants, hotels, spas.","European-imported tile & stone: Italian ceramics, Spanish porcelains, premium tiles from worldwide sources. Laticrete Installation materials (complete line), Miracle Sealants Products. Tile/stone/hard surface specifications, design consultation, technical consultation, project sales, hospitality sales, continuing education. Seasonal collections, 'Last Call' promotions (heavy discounts on premium products).","High - European import operations (Italy/Spain/worldwide), Western Canada distribution network, Laticrete/Miracle Sealants authorized distributor, high-end market specialization (homes/restaurants/hotels/spas), design/technical consultation services, project/hospitality sales expertise, seasonal collections curation, premium ceramics/porcelains sourcing.",Wholesale and distribution services (MWD),"Tile stores, ceramic",2017-09-11,Wholesale/Distribution
customturnings,"Turntech, LLC.",Manufacturing,Wood Components,mixed,manual_verification,high,4320.0,,1.0,,2869542,7126.0,71.0,4051,0,0,0,4051,26,9205.66,3855.5,239347.07,4.35,3.0,291.12,343.5,503.77,278.77,160.12,2463.77,1.0,4320.0,4320.0,1.0,1.0,,0.0,0.0,0.0,4051.0,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),Manufacturing,2017-08-22,Manufacturing
genprollc,GEN-PRO LLC,Food & Beverage,Spirits,mixed,llm_classification,medium,22107.24,456.0,9.0,,0,16604.0,45.0,2186,0,0,0,2186,104,8471.14,5181.5,880999.07,5.68,4.0,458.81,380.0,594.49,252.85,46.83,1631.37,55.0,9685.97,6164.0,6.35,5.0,460.79,319.15,316.82,62.55,1506.22,,"MULTIPLE ENTITIES FOUND: (1) Gen-Pro Gig Harbor WA - TCERDirect™ cable/accessories manufacturing, SmoothStarter™ soft starters, X-Riser™ gas risers (standby generator/solar/pool/spa/EV charger installations, Made in USA, UL Type TC-ER-JP cable), (2) GenPro LLC - generator maintenance/service (telecommunications/healthcare/government/commercial standby generators), (3) GENEPRO Inc - global reproductive technology (livestock supplies engineering/manufacturing), (4) GenPro Energy Solutions - renewable energy (solar PV/water pumping/purification/LED). Specific 'GEN-PRO LLC' entity requires verification.","PENDING - Varies from cables/electrical (TCERDirect™, SmoothStarter™, X-Riser™), to generator services, to livestock reproductive supplies, to renewable energy solutions",PENDING - Requires entity identification,Wholesale and distribution services (MWD),"Machinery, Equipment, and Supplies Merchant Wholesalers",2017-07-21,
grothouse,"Grothouse, Inc",Furniture,Wood Countertops,mixed,manual_verification,high,23770.0,280.0,7.0,0.0,5828472,11845.0,70.0,8720,0,0,0,8720,16,13490.53,10213.0,215848.42,5.12,5.0,379.6,312.0,569.12,965.19,261.12,2519.56,1.0,23770.0,23770.0,7.0,7.0,280.0,0.0,0.0,0.0,8720.0,,"25+ years wood surfacing excellence, 50 acre farm facility. Master craftsmen, Made in USA, sustainable/renewable/eco-friendly practices. Featured on This Old House, DIY, HGTV networks. Award-winning products proudly manufactured USA.","Custom wood countertops, butcher block countertops, wood bar tops, solid wood tables, floating shelves, stair treads, custom furniture (tables, vanities). 60+ wood species: exotic hardwoods (Wenge, Teak, Zebrawood), American favorites (Walnut, Maple), Live Edge millwork, reclaimed woods (Chestnut, Oak, Heart Pine from Pennsylvania barns). Proprietary Durata® waterproof/scratch-resistant finish. Anvil™ metal gilded wood surfaces (8 metal coatings, imitates metal countertops). Food safe butcher block oil, custom cutting boards.","Very High - 25+ years master craftsman expertise, 60+ wood species offering, proprietary Durata® waterproof finish technology, Anvil™ metal gilding innovation (8 coatings), reclaimed historic barn wood sourcing, Live Edge millwork artistry, custom furniture design/manufacturing, sustainable eco-friendly USA production, HGTV/This Old House featured.",Manufacturing (MWD),Manufacturing,2017-07-07,Manufacturing
coolsealgaskets,"Cool Seal Gaskets, LLC",Industrial,Gaskets/Seals,transactional,manual_verification,high,21072.0,,1.0,,0,16111.0,54.0,2127,155,67,0,1905,44,13235.79,8126.12,582374.63,7.7,6.0,509.0,371.5,1263.32,809.02,102.5,3404.82,1.0,21072.0,21072.0,1.0,1.0,,155.0,67.0,0.0,1905.0,,"Founded by Anthony Ricciardo (former USMC Sergeant). Orlando and Kissimmee, FL (210 N Goldenrod Rd Ste 9B, Orlando). Veteran-owned company specializing in commercial refrigerator repair and gasket replacement. Free on-site inspection. Serves restaurants, hotels, supermarkets, medical facilities.","Commercial refrigerator repair services: gasket replacement (free on-site inspection determines exact gasket type), door hardware assessment/replacement, full door replacement, strip curtain installation (walk-in coolers/freezers), temperature monitoring solutions. High-quality gaskets for restaurants, hotels, supermarkets, medical facilities. Commercial refrigeration sealing expertise.","Medium-High - Commercial refrigeration gasket specialization, on-site inspection/diagnosis, door hardware assessment expertise, full door replacement capabilities, strip curtain installation for walk-ins, temperature monitoring systems, diverse sector serving (restaurants/hotels/supermarkets/medical), veteran-owned operations, Orlando/Kissimmee service area.",Wholesale and distribution services (MWD),Wholesalers,2017-06-27,Refrigeration equipment and supplies merchant wholesalers
hidcorind,HIDCOR Industries Ltd,Other,Unclassified,transactional,unclassified,,10372.0,,2.0,,210130,29022.0,52.0,568,568,0,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),Manufacturing,2017-04-25,
elmusa,ELM USA Inc.,Other,Unclassified,quote_driven,unclassified,,36256.0,360.0,9.0,0.0,3502728,7965.0,47.0,435,0,435,0,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,"MULTIPLE ENTITIES FOUND: (1) Environmental Lubricants Manufacturing - sustainable lubricants with on-site lab for conventional/synthetic/eco-friendly formulations, (2) Elm Industries - thermoset molding for military/aerospace/electronics with tight tolerances (phenolics, DAP, Urea, Epoxy, BMC), (3) ELM USA - disc repair equipment sales/service/parts distributor for ECO machines in Americas. Specific entity requires verification.",PENDING - Varies from lubricants to precision molded parts to disc repair equipment,PENDING - Requires entity identification,Wholesale and distribution services (MWD),Professional and Commercial Equipment and Supplies Merchant Wholesalers,2017-04-20,
pipefusionservicesinc,Pipefusion Services Inc.,Construction & Building,Plumbing,mixed,llm_classification,medium,14986.5,260.0,7.0,,0,9063.0,34.0,632,0,0,0,632,66,12844.24,6291.27,847719.61,6.26,4.0,539.74,416.0,636.97,417.21,265.94,2829.94,3.0,9747.83,8488.0,4.67,4.0,260.0,401.0,169.0,9.33,210.67,,35+ years experience. North America subject matter experts in pipe fusion (company named after process). Custom plastics company using HDPE with heat extrusion welding. Trained in all heat fusion techniques/field conditions. Alert (arctic circle) to deep Texas operations. Website: pipefusion.com.,"HDPE pipe fusion services (on-site pipe fusion), custom HDPE fabrication. High-density polyethylene pipe supply/fusion. All heat fusion techniques. Standard/custom components/fittings/joining systems. Creates homogenous system matching HDPE pipe technical/environmental specifications. Industrial/mechanical applications. Leak risk minimization.","Very High - 35+ years HDPE pipe fusion expertise, all heat fusion technique mastery, extreme environment capabilities (arctic to Texas), heat extrusion welding for custom fabrication, North America subject matter expert status, on-site field fusion services, custom component/fitting/joining system integration, homogenous system creation, industrial/mechanical application specialization, leak prevention engineering.",Manufacturing (MWD),Fabricated structural metal manufacturing,2017-04-12,
globalpackage,GLOBAL PACKAGE LLC,Manufacturing,Packaging,quote_driven,llm_classification,medium,12420.0,,2.0,,3271659,2798.0,55.0,1692,0,267,26,1399,26,9205.66,3855.5,239347.07,4.35,3.0,291.12,343.5,503.77,278.77,160.12,2463.77,2.0,6901.5,6901.5,2.5,2.5,,0.0,180.0,46.0,699.5,,PENDING RESEARCH,PENDING RESEARCH,PENDING RESEARCH,Manufacturing (MWD),Glass and Glass Product Manufacturing,2017-03-08,sales_manufacturers-rep
exloc9,"Exloc Instruments, Inc.",Other,Unclassified,crm_pipeline,unclassified,,28143.0,287.0,6.0,,5483261,15555.0,57.0,807,0,403,404,0,152,6979.17,3633.75,1060834.36,4.39,3.0,425.19,360.0,67.87,106.99,45.09,274.05,,,,,,,,,,,,"Founded 1994, Montgomery, TX. Provides instruments, electronic devices, products designed/approved for hazardous classified locations (flammable gas, dust atmospheres). Partnered with experienced manufacturers in Europe and North America. Serves oil/gas, pharmaceutical, wastewater treatment, food/beverage (distillers, brewers).","Hazardous area tablets, smartphones, Wi-Fi, RFID readers, intrinsically safe indicators, isolators, solenoid valves, Ex cameras, portable lights, barcode scanners, process instrumentation, alarm annunciators, beacons, stack lights, LEDs, horns, process machinery, road tanker loading applications. Explosion-proof and intrinsically safe devices.","Very High - Hazardous area certification expertise (flammable gas/dust atmospheres), intrinsically safe/explosion-proof engineering, multi-manufacturer partnership requiring technical knowledge, regulatory compliance (Ex certifications), diverse applications (oil/gas/pharma/food/beverage), specialized process instrumentation.",Manufacturing (MWD),ManufacturerRepresentativeorAgent,2017-02-17,ManufacturerRepresentativeorAgent
