Account Name,Cancellation Reason,Cancellation Reason Other,Tenure_Months,Last Invoice $,Employees,Customers,Sign Up Date,Cancellation Date
GravitasPublicaitonsInc,Non-payment,No response to hold,1.9,,0.0,3649.0,2013-08-20,2013-10-18
Prosource,Non-payment,No response to hold,1.9,,100.0,4663.0,2013-08-20,2013-10-18
AllisonTileandMarble,Non-payment,No response to hold,1.9,,0.0,0.0,2013-08-20,2013-10-18
reliance,,not user friendly,0.5,,1.0,2.0,2013-08-19,2013-09-04
FL,,cost,1.7,,0.0,1.0,2013-08-19,2013-10-09
CarronDryCleaners,Non-payment,No response to hold,2.0,,0.0,1.0,2013-08-19,2013-10-18
StaunchDistributionInc,Non-payment,No response to hold,2.0,,0.0,1.0,2013-08-19,2013-10-18
LinxIT,Non-payment,No response to hold,2.0,,0.0,34.0,2013-08-19,2013-10-18
StolzTelecomInc,,Determined that quickbooks online cannot associate a purchase order with a customer order.,0.8,,0.0,0.0,2013-08-18,2013-09-12
gyates82,,Our trial has expired you can delete it,1.3,,8.0,3178.0,2013-08-17,2013-09-25
BostonRams,,not needed,1.6,,0.0,1.0,2013-08-16,2013-10-04
UCI,,Not responsding to my needs,1.1,,3.0,487.0,2013-08-16,2013-09-17
amtrucking,,Don't like it.,0.6,,108.0,2191.0,2013-08-16,2013-09-03
ResponsibleEnergyCorporation,,...,1.0,,2.0,509.0,2013-08-16,2013-09-16
NORIFIELDSCOINC,Non-payment,No response to hold,1.9,,1.0,21.0,2013-08-16,2013-10-14
evergreen,,starting new trial,0.2,,0.0,3.0,2013-08-16,2013-08-21
g2turftools,,I just haven't used it very much in the past month. May come back in the future.,1.5,,1.0,194.0,2013-08-15,2013-10-01
EOL,,Just testing,1.2,,0.0,230.0,2013-08-15,2013-09-20
Royalvision,Non-payment,No response to hold,1.9,,0.0,1.0,2013-08-15,2013-10-11
email,Non-payment,No response to hold,1.9,,0.0,0.0,2013-08-15,2013-10-11
AGBMS,,"Trial period is over and we were advised that we would be charged if we didn't cancel.  We really didn't use the trial very effectively, as other things came up and took our time.  I am meeting next week with a consultant/volunteer who will be looking at software options with us.  It might be useful to have another trial, if that is possible.  I will call if we would like to do this.",1.4,,71.0,1092.0,2013-08-14,2013-09-27
StructureCRM,Non-payment,No response to hold,1.9,,26.0,151.0,2013-08-14,2013-10-11
paquatics,Non-payment,No response to hold,1.9,,0.0,26.0,2013-08-14,2013-10-11
hcp,,As a preschool we just didnt need the additional services like we thought.  Thanks!,1.0,,0.0,28.0,2013-08-13,2013-09-11
CVWC,,This CRM is not an ideal fit for our company.,0.9,,0.0,498.0,2013-08-13,2013-09-10
OandD,Non-payment,No response to hold,1.9,,0.0,0.0,2013-08-13,2013-10-11
MillerConstruction1,Non-payment,No response to hold,1.9,,26.0,337.0,2013-08-13,2013-10-11
AdvancedFlooring1,,went with salesforce,1.2,,0.0,18.0,2013-08-12,2013-09-18
GreenNGreen,,We went with another program,1.4,,2.0,591.0,2013-08-12,2013-09-24
ZTech,,Too complicated for practical use.,1.9,,0.0,1589.0,2013-08-12,2013-10-08
ThreeB,,Software doesn't fit our needs.,1.0,,1.0,425.0,2013-08-12,2013-09-12
AmirCompany,Non-payment,No response to hold,2.0,,0.0,0.0,2013-08-12,2013-10-11
TheSource,Other - please specify,Decided to not move forward with Method.,1.5,,0.0,4.0,2013-08-12,2013-09-27
VestaManagement,Non-payment,No response to hold,2.0,,0.0,0.0,2013-08-12,2013-10-11
GrandEntrance,Non-payment,No response to hold,2.0,,0.0,1.0,2013-08-12,2013-10-11
Artbox,,Not as user friendly as we want.,0.8,,9.0,540.0,2013-08-12,2013-09-05
TEAMCRYSTALCLEAN,,not what i need,0.4,,3.0,17.0,2013-08-11,2013-08-24
EGoyarts,,Don't use services,1.4,,0.0,34.0,2013-08-11,2013-09-24
TheFarmhouse,,Did not like the product,1.5,,2.0,26.0,2013-08-11,2013-09-27
h5sw,Non-payment,No response to hold,1.9,,9.0,21.0,2013-08-10,2013-10-08
EvergreenTransportation,,"Can not resolve Google Apps, Gmail integration.",0.7,,3.0,5.0,2013-08-09,2013-08-31
Anovain,Non-payment,No response to hold,1.9,,0.0,0.0,2013-08-09,2013-10-07
navtoolcorp,Non-payment,No response to hold,1.9,,2.0,1455.0,2013-08-09,2013-10-07
HotlerCPA,Other - please specify,TEst Account,24.3,,0.0,3.0,2013-08-09,2015-08-19
TreelineMarketing,,We do not plan on converting our trial to a subscription at this time.,1.1,,3.0,180.0,2013-08-08,2013-09-09
nexersys,,sticking with microsoft crm for now,0.2,,22.0,117.0,2013-08-08,2013-08-15
Autoparts4usa,,not automatized enough between quickbooks and stores,0.9,,10.0,488.0,2013-08-08,2013-09-03
KTec,Non-payment,No response to hold,1.9,,54.0,242.0,2013-08-08,2013-10-05
HIS,Non-payment,No response to hold,1.9,,0.0,27.0,2013-08-08,2013-10-05
LotusUnited,Non-payment,No response to hold,1.9,,37.0,114.0,2013-08-08,2013-10-05
Veritas,,dont want,0.8,,0.0,8.0,2013-08-07,2013-09-01
Lopour5000,Non-payment,No response to hold,1.9,,0.0,0.0,2013-08-07,2013-10-05
AppWoods,Non-payment,No response to hold,1.9,,24.0,3721.0,2013-08-07,2013-10-05
LVLanguageSolutionsLLC,Non-payment,No response to hold,1.9,,1.0,3.0,2013-08-07,2013-10-05
ITAugmentation,Non-payment,No response to hold,1.9,,1.0,4.0,2013-08-07,2013-10-05
MuffinHouse,Non-payment,No response to hold,1.9,,0.0,2.0,2013-08-07,2013-10-05
CMA,,dont need this service,1.1,,13.0,54.0,2013-08-06,2013-09-10
WATCHHILLSEAFOODLLC,Non-payment,No response to hold,2.0,,4.0,33.0,2013-08-06,2013-10-05
MCMELEMENTS1,Non-payment,No response to hold,2.0,,0.0,103.0,2013-08-06,2013-10-05
MINUTEMEALS,Non-payment,No response to hold,2.0,,18.0,31.0,2013-08-06,2013-10-05
BRNWebTools,,do not need,0.1,,0.0,98.0,2013-08-06,2013-08-10
AmericasDecor19,,Will consider it next year,1.1,,1.0,373.0,2013-08-05,2013-09-06
ModernMessageHoldingsLLC,,don't need it,0.5,,0.0,108.0,2013-08-05,2013-08-20
supercoolart,,Company not ready for CRM  Small customer base but will revisit when more critical to our company,1.4,,0.0,5.0,2013-08-05,2013-09-18
Pilopscustompaint,Non-payment,No response to hold,1.9,,0.0,3.0,2013-08-05,2013-10-03
solarart1,,No using,0.5,,33.0,20338.0,2013-08-04,2013-08-19
aditya,Non-payment,No response to hold,2.0,,0.0,7.0,2013-08-04,2013-10-03
DMAIRPORTS,Non-payment,No response to hold,2.0,,0.0,2.0,2013-08-04,2013-10-03
SportsTiming,,Bye,1.2,,2.0,67.0,2013-08-04,2013-09-10
LOTUSMERCHANTSERVICESINC,,I cannot get my sales team to use the service,2.0,,11.0,270.0,2013-08-03,2013-10-02
MARBLEDOCTORSLLC,,"It was not what I expected, all I need is a calendar to control the services we provide.",0.8,,2.0,7352.0,2013-08-02,2013-08-27
IslandMobileDryCleaners,Non-payment,No response to hold,2.0,,0.0,2.0,2013-08-02,2013-10-01
AnthemExhibits,,Not using.,1.1,,1.0,92.0,2013-08-01,2013-09-03
MuzafarNawaz,Non-payment,No response to hold,2.0,,0.0,4.0,2013-08-01,2013-10-01
KKGraphics,Non-payment,No response to hold,2.0,,0.0,64.0,2013-08-01,2013-10-01
SMOKOFF,Non-payment,No response to hold,2.0,,0.0,16.0,2013-08-01,2013-10-01
CollegeGlasses,,went with another service,1.6,,12.0,744.0,2013-07-31,2013-09-17
DASAquariums,Non-payment,No response to hold,1.9,,35.0,1367.0,2013-07-31,2013-09-27
CRE,Non-payment,No response to hold,1.9,,0.0,15.0,2013-07-31,2013-09-27
JDH,Non-payment,No response to hold,1.9,,0.0,0.0,2013-07-31,2013-09-27
MyCoinandJewelry,,do not need right now.,0.3,,0.0,59.0,2013-07-30,2013-08-09
prousainc,,Too bulky--not quite what I was looking for,0.8,,4.0,101.0,2013-07-30,2013-08-23
PlanetX,Non-payment,No response to hold,1.9,,159.0,39.0,2013-07-30,2013-09-27
QAL,Non-payment,No response to hold,1.9,,7.0,1404.0,2013-07-30,2013-09-27
Visive,Non-payment,No response to hold,1.9,,0.0,0.0,2013-07-30,2013-09-27
TracyUrban,,I have already cancelled this account. I chose to go with Sage ACT as my CRM,1.3,,0.0,657.0,2013-07-29,2013-09-06
IntuitTest,,Wanted to understand features better.,1.3,,4.0,3.0,2013-07-29,2013-09-06
gideon,,Didn't have time to look over it,0.8,,0.0,1.0,2013-07-29,2013-08-23
OneDBMiami,,Not what I need,1.2,,0.0,26.0,2013-07-29,2013-09-03
CornerstoneGroupInc,,Seems redundant,0.5,,4.0,4137.0,2013-07-29,2013-08-12
ProgressiveP,Non-payment,No response to hold,2.0,,6.0,811.0,2013-07-29,2013-09-27
SelsorLimited,,"Using other account """"Selsor"""".",0.8,,2.0,5.0,2013-07-29,2013-08-23
IntegratedERP,,ok,0.5,,0.0,1.0,2013-07-29,2013-08-14
info,Non-payment,No response to hold,2.0,,0.0,0.0,2013-07-28,2013-09-27
LuxePartyRentalsLLC,Non-payment,No response to hold,2.0,,0.0,2.0,2013-07-28,2013-09-27
Ceva,,Not what I was hoping for,1.5,,4.0,1388.0,2013-07-27,2013-09-10
JOURNEYTOTHEWEST,Non-payment,No response to hold,2.0,,2.0,0.0,2013-07-27,2013-09-27
WOODDOGGWOODWORXLLC,Non-payment,No response to hold,2.0,,0.0,1.0,2013-07-27,2013-09-27
UMPInc,Non-payment,No response to hold,2.0,,1.0,12.0,2013-07-27,2013-09-27
AMVending,,dont want it,0.8,,4.0,123.0,2013-07-26,2013-08-19
CaliberMatch,,Don't like it,1.3,,0.0,1.0,2013-07-26,2013-09-03
Gredico1,Non-payment,No response to hold,2.0,,0.0,0.0,2013-07-25,2013-09-25
KitchenProvance,Non-payment,No response to hold,2.0,,0.0,19.0,2013-07-25,2013-09-25
QuantumClarity,Non-payment,No response to hold,2.0,,1.0,23.0,2013-07-24,2013-09-24
OlivePier,Non-payment,No response to hold,2.0,,0.0,3.0,2013-07-24,2013-09-24
HairExtensionSupplies,Non-payment,No response to hold,2.0,,2.0,1019.0,2013-07-24,2013-09-24
FlowerpotSocialMedia,,Found better solution; too diificult scheduling a spec and demo review. Ended up selecting alternative crm software to integrate with Quickbooks,1.4,,3.0,3.0,2013-07-23,2013-09-03
BCCO,,Need a much simpler CRM solution,1.2,,0.0,14.0,2013-07-23,2013-08-28
Cheryong,,"Have been using Zoho CRM and think it is better for us to stick with Zoho for this moment.
Will come back next year to Mothod and try again.
I wish following features become available in the future.
1. Foreign Language Support
2. Native Mobile App
3. Outlook support

Thanks!",0.9,,0.0,17.0,2013-07-23,2013-08-18
OTB,Non-payment,No response to hold,2.0,,2.0,6.0,2013-07-23,2013-09-23
performanceapplied,,I am not in a position at this time to make the investment in CRM software.,1.2,,0.0,6.0,2013-07-22,2013-08-27
GroundtechSolutions,,Considering for future use.,0.6,,0.0,0.0,2013-07-22,2013-08-08
APlusDetailCenter,,Don't use the system.,1.6,,2.0,6.0,2013-07-22,2013-09-10
FFI,,"I never had a chance to use my trial subscription. Also, as soon as I signed up for the trial subscription our Quickbooks Online stopped working correctly (this didn't make us feel very good about using Method). But, thanks for the trial anyway.
Craig",1.3,,0.0,662.0,2013-07-22,2013-08-30
billsimpson,Non-payment,No response to hold,2.0,,0.0,0.0,2013-07-22,2013-09-22
NimbusIntegrationGroup,Non-payment,No response to hold,2.0,,4.0,38.0,2013-07-22,2013-09-22
ResponsiveMarketing,Non-payment,No response to hold,2.0,,0.0,2.0,2013-07-22,2013-09-22
PrescriptionTurfandOrnamental,Non-payment,No response to hold,2.0,,0.0,0.0,2013-07-22,2013-09-22
redline1,Non-payment,No response to hold,2.0,,3.0,113.0,2013-07-22,2013-09-22
EvolveSupplyChain,Non-payment,No response to hold,2.0,,35.0,1383.0,2013-07-22,2013-09-22
beyondljp,Non-payment,No response to hold,2.0,,0.0,1.0,2013-07-21,2013-09-21
beetechmethod,Non-payment,No response to hold,2.0,,4.0,10167.0,2013-07-21,2013-09-21
scsintlinc,Non-payment,No response to hold,2.0,,0.0,1538.0,2013-07-21,2013-09-21
DogpatchStudio,Non-payment,No response to hold,2.0,,2.0,25.0,2013-07-20,2013-09-18
BARSOLUTIONS,Non-payment,No response to hold,2.0,,0.0,1.0,2013-07-20,2013-09-18
PNMedical,Non-payment,No response to hold,2.0,,3.0,1.0,2013-07-20,2013-09-18
YoungIvy,,Trial period have passsed,1.4,,2.0,202.0,2013-07-19,2013-09-01
CONEQUIP,Non-payment,No response to hold,2.0,,0.0,9597.0,2013-07-19,2013-09-18
DnBLandscaping,Non-payment,No response to hold,2.0,,0.0,2.0,2013-07-19,2013-09-18
TheOBrienCompanies,,Zoho,0.9,,0.0,3.0,2013-07-17,2013-08-12
GenerationPower,Non-payment,No response to hold,2.0,,5.0,484.0,2013-07-17,2013-09-16
VinciguerraJewelry,Non-payment,No response to hold,2.0,,4.0,71.0,2013-07-17,2013-09-16
InsationTech,Non-payment,No response to hold,2.0,,0.0,52.0,2013-07-17,2013-09-16
RGJD,Non-payment,No response to hold,2.0,,0.0,2.0,2013-07-17,2013-09-16
harmonyco,Non-payment,No response to hold,2.0,,0.0,0.0,2013-07-17,2013-09-16
jololock,,no vendor/sub work order capabiity,0.3,,2.0,615.0,2013-07-16,2013-07-26
LeggettandAssociates,,I will not use this,0.8,,0.0,139.0,2013-07-16,2013-08-08
Ford,Non-payment,No response to hold,2.0,,0.0,0.0,2013-07-16,2013-09-16
HPSWatchPartsandJewelrySupplies,Non-payment,No response to hold,2.0,,0.0,2.0,2013-07-16,2013-09-16
qboco,Non-payment,No response to hold,2.0,,0.0,0.0,2013-07-16,2013-09-16
Gredico,Non-payment,No response to hold,2.0,,0.0,1.0,2013-07-16,2013-09-16
elliotbekercpa,,NEED MORE TIME TO REVIEW,1.6,,1.0,979.0,2013-07-16,2013-09-03
EMERSONMANUFACTURING,Non-payment,No response to hold,1.9,,0.0,16404.0,2013-07-15,2013-09-12
CompassGraphX,Non-payment,No response to hold,1.9,,5.0,36.0,2013-07-15,2013-09-12
ECI,Non-payment,No response to hold,1.9,,1.0,74.0,2013-07-15,2013-09-12
Sagema,,Not usufull at the moment,1.2,,7.0,904.0,2013-07-15,2013-08-20
precisionnw,Non-payment,No response to hold,2.0,,1.0,19.0,2013-07-14,2013-09-12
TOYOURHEALTH,Non-payment,No response to hold,2.0,,0.0,1.0,2013-07-14,2013-09-12
jutty,,No need for service at this time.,1.3,,0.0,1.0,2013-07-13,2013-08-23
KGD,,Not interested in the system,0.3,,0.0,0.0,2013-07-13,2013-07-23
JuliesJewels,,Do not need it.,1.7,,0.0,1.0,2013-07-13,2013-09-03
deBoudoir,Non-payment,No response to hold,2.0,,0.0,22.0,2013-07-13,2013-09-12
HelpingHandsMechanics,Non-payment,No response to hold,2.0,,2.0,7.0,2013-07-13,2013-09-12
test27902,Non-payment,No response to hold,2.0,,0.0,1.0,2013-07-12,2013-09-12
GredicoFootwear,Non-payment,No response to hold,2.0,,0.0,0.0,2013-07-12,2013-09-12
AvenueGlassWorks,,Will temporarily close account.,1.1,,5.0,112.0,2013-07-11,2013-08-13
MindspireTutoringandTestPrep,,Not interested.,1.6,,0.0,21.0,2013-07-11,2013-08-30
HPSWatchParts,Non-payment,No response to hold,2.0,,0.0,2.0,2013-07-11,2013-09-10
asallc,,to expensive,2.5,,1.0,3528.0,2013-07-11,2013-09-24
swishmarketingpr,,It was not helpful for my team and your sales team was pushy and rude.,1.3,,1.0,17.0,2013-07-10,2013-08-20
McDonaldContainers,,This seems like a big endeavor and we currently don't have enough time and money to invest into discovering the assets that we could receive from method.,0.3,,3.0,1092.0,2013-07-10,2013-07-18
heartlandsteam,Non-payment,No response to hold,2.0,,6.0,1397.0,2013-07-10,2013-09-09
SelectiveFocus,Non-payment,No response to hold,2.0,,0.0,5.0,2013-07-10,2013-09-09
BottlePets,Non-payment,No response to hold,2.0,,23.0,564.0,2013-07-10,2013-09-09
BrooklynRoastingWorksLLC,,my sales team isn't computer savvy enough to use this program,0.7,,84.0,603.0,2013-07-10,2013-07-31
InterpretingTechnology,,I messed up the trial with quickbooks,0.3,,1.0,443.0,2013-07-09,2013-07-19
MajorAppliance,,Changing to Quickbooks desktop,0.6,,3.0,3.0,2013-07-09,2013-07-26
Paluxy,,Used Test trial to understand product.  Not needed anymore.,1.6,,15.0,4425.0,2013-07-09,2013-08-27
Moprasan,,Excellent software. Thanks for the facility.,1.1,,0.0,7.0,2013-07-09,2013-08-13
VKRealtyTrustPteLtd,Non-payment,No response to hold,2.0,,0.0,0.0,2013-07-09,2013-09-09
piedmont,Non-payment,No response to hold,2.0,,0.0,57.0,2013-07-09,2013-09-09
PPG,,not ready at this time,1.0,,1.0,432.0,2013-07-09,2013-08-09
Cleansmart,,May come back to this later,2.1,,0.0,3100.0,2013-07-08,2013-09-09
andysair,,please cancel,1.1,,5.0,1311.0,2013-07-08,2013-08-10
HRTest,Non-payment,No response to hold,2.1,,4.0,70.0,2013-07-08,2013-09-09
emotionmedia,Non-payment,No response to hold,3.0,,12.0,26.0,2013-07-07,2013-10-05
SeaViewPartners,,yioygjhf,1.0,,0.0,0.0,2013-07-06,2013-08-06
DarvishLaw,,No longer needed,1.8,,0.0,1.0,2013-07-06,2013-08-30
AutoElectricNanche,Non-payment,No response to hold,2.0,,2.0,141.0,2013-07-06,2013-09-05
RPG,Non-payment,No response to hold,2.0,,0.0,5.0,2013-07-06,2013-09-05
ReNUWItStanfordUniversity,,Beans!,0.3,,0.0,57.0,2013-07-05,2013-07-15
sws,,Did not offer what I needed,0.1,,2.0,1.0,2013-07-04,2013-07-06
fivestar,,x,1.4,,9.0,11.0,2013-07-04,2013-08-16
nvrmnd,Non-payment,No response to hold,2.0,,0.0,3.0,2013-07-04,2013-09-03
GGV,Non-payment,No response to hold,2.0,,0.0,2.0,2013-07-03,2013-09-03
BerryvilleGourmetandHealthyFoods,Non-payment,No response to hold,2.0,,0.0,0.0,2013-07-03,2013-09-03
Termopin,,I do not use the information,1.4,,0.0,0.0,2013-07-02,2013-08-13
dcrcenter,Non-payment,No response to hold,1.9,,8.0,200.0,2013-07-02,2013-08-29
lightspace,Non-payment,No response to hold,1.9,,0.0,160.0,2013-07-02,2013-08-29
Bluefan,,..,1.0,,0.0,0.0,2013-07-02,2013-08-02
ParkerWebGroup,,No longer using Quickbooks and Method was obtained for the specific reason of using Quickbooks.,0.3,,0.0,6.0,2013-07-02,2013-07-12
SecondandMainStreetMarket,,Looking for more of a POS system not appointment tracking.,0.3,,3.0,8.0,2013-07-01,2013-07-11
Dumpsterteam,Non-payment,No response to hold,1.9,,2.0,11.0,2013-07-01,2013-08-29
TrinityWebDesign,Non-payment,No response to hold,1.9,,2.0,1.0,2013-07-01,2013-08-29
FlamesMediaLLC,,Did not use for that account.,1.8,,0.0,2.0,2013-07-01,2013-08-26
Makakona,Non-payment,No response to hold,2.0,,0.0,3.0,2013-06-30,2013-08-29
DeyOneLimited,Non-payment,No response to hold,2.0,,0.0,2.0,2013-06-30,2013-08-29
louisdaiz,Non-payment,No response to hold,2.0,,0.0,1.0,2013-06-30,2013-08-29
GoodDeals,Non-payment,No response to hold,2.0,,0.0,5.0,2013-06-30,2013-08-29
NextStepSchool1,,"I found it too complicated even though my account manager, Phuong Phan went through heroics to try to help me use the product. Perhaps as my business grows, I will see a need for all Method CRM has to offer. Thank you.",1.0,,0.0,2.0,2013-06-29,2013-07-29
FlowerpotMedia,,expiration of trial,0.8,,2.0,2.0,2013-06-28,2013-07-23
FloorTapeStore,,not using it.,1.1,,3.0,604.0,2013-06-28,2013-07-30
BeccaBryanRealEstate,Non-payment,No response to hold,2.0,,0.0,104.0,2013-06-28,2013-08-27
camfiveusallc,Non-payment,No response to hold,2.0,,8.0,199.0,2013-06-28,2013-08-27
Cara,Non-payment,No response to hold,2.0,,1.0,101.0,2013-06-28,2013-08-27
ComputerDr,Non-payment,No response to hold,2.0,,2.0,242.0,2013-06-28,2013-08-27
ECC,Non-payment,No response to hold,2.0,,2.0,391.0,2013-06-28,2013-08-27
TexasSecuritySystems,,no reason,1.0,,1.0,29.0,2013-06-28,2013-07-28
HomeComfortSolutionsInc,,Merging company with another company and just didn't have the time to evaluate Method,1.3,,7.0,560.0,2013-06-27,2013-08-06
IRISCustomSolutions,,Would prefer a different style of interface and no mobile app,0.7,,0.0,5.0,2013-06-27,2013-07-17
WesternBrokers,Non-payment,No response to hold,2.0,,0.0,828.0,2013-06-27,2013-08-27
CindysKids,Non-payment,No response to hold,2.0,,6.0,2.0,2013-06-27,2013-08-27
partnersmedical,Non-payment,No response to hold,2.0,,1.0,118.0,2013-06-27,2013-08-27
FacilityInnovations,Other - please specify,Chris sent an email previously letting his account manager know that he will not be moving forward with Method. I am cancelling this account on his behalf,1.1,,1.0,258.0,2013-06-27,2013-07-29
SAGETechnicalWriting,,"Your security requirement (enter company name) is assinine -- I'm going to sign up again using an abbreviated company name...
You should trust your customers to set their own passwords!",0.7,,0.0,0.0,2013-06-27,2013-07-19
MataTraders,,Not what we are looking for,0.5,,49.0,1058.0,2013-06-26,2013-07-10
CrownPoint,Non-payment,No response to hold,1.9,,8.0,2.0,2013-06-26,2013-08-23
MonsterTechnologyLLC,,I found another solution,1.6,,0.0,2.0,2013-06-25,2013-08-13
Aurumpharma,,not intrested,1.8,,0.0,80.0,2013-06-25,2013-08-20
QualityWest,,dont have the staff currently to put this inplace.  Will try again at a later date.,0.5,,3.0,46.0,2013-06-25,2013-07-11
EBSCOMPANY,Non-payment,No response to hold,1.9,,3.0,63.0,2013-06-25,2013-08-23
Pulva,Non-payment,No response to hold,1.9,,0.0,1914.0,2013-06-25,2013-08-23
SJS,Non-payment,No response to hold,1.9,,34.0,215.0,2013-06-25,2013-08-23
albanydist,Non-payment,No response to hold,1.9,,2.0,42.0,2013-06-25,2013-08-23
stillstompn,Non-payment,No response to hold,1.9,,7.0,2.0,2013-06-25,2013-08-23
RiskCoachingLLC,,Functionality not what I need at this time.,0.2,,1.0,4.0,2013-06-24,2013-07-01
GlowMachineLtd,,Not needed,0.5,,14.0,1471.0,2013-06-24,2013-07-10
MichelleCHertingCPA,Non-payment,No response to hold,2.0,,47.0,83.0,2013-06-24,2013-08-23
GTAutoConceptsLLC,Non-payment,No response to hold,3.0,,0.0,3.0,2013-06-24,2013-09-24
Cascadecliffs,Non-payment,No response to hold,2.0,,8.0,1090.0,2013-06-24,2013-08-23
RiteProducts,Non-payment,No response to hold,2.0,,1.0,11.0,2013-06-24,2013-08-23
SharksGripCrm,Non-payment,No response to hold,2.0,,3.0,0.0,2013-06-24,2013-08-23
Satish,Non-payment,No response to hold,2.0,,6.0,340.0,2013-06-24,2013-08-23
johnnymh57,Non-payment,No response to hold,2.0,,0.0,0.0,2013-06-24,2013-08-23
IBS,Non-payment,No response to hold,2.0,,0.0,2.0,2013-06-24,2013-08-23
TonysEngineService,Non-payment,No response to hold,1.9,,0.0,1.0,2013-06-23,2013-08-20
comteqplus,,did not get a chance to try it,1.1,,2.0,11.0,2013-06-23,2013-07-26
Airwolf3d,Non-payment,No response to hold,1.9,,2.0,530.0,2013-06-22,2013-08-20
Bullnoser,,Method cannot import custom fields from quickbooks online.,0.7,,32.0,267.0,2013-06-22,2013-07-12
ThirdQuarterTutors,,I've realized that Method isn't the right fit for what I need right now. Thanks for the free trial!,0.6,,0.0,2.0,2013-06-21,2013-07-10
natlmedia,Non-payment,No response to hold,2.0,,11.0,13289.0,2013-06-21,2013-08-20
ggahir,Non-payment,No response to hold,2.0,,0.0,0.0,2013-06-21,2013-08-20
KOSAM,,Setting up an account is complicated. I will come back in the future when I have some time to learn.,0.7,,0.0,9.0,2013-06-21,2013-07-11
GlobalMobiApps,,I did not have a time to try the product. I would like to repeat the trial. Thank you.,1.1,,0.0,13.0,2013-06-21,2013-07-26
TheWindowValet,,need desktop version,0.1,,0.0,0.0,2013-06-21,2013-06-24
AVIDTechnicalServices,,hjhjgjhgjhgl,1.1,,0.0,3.0,2013-06-20,2013-07-23
DogwoodHillsCattleCo,Non-payment,No response to hold,2.0,,0.0,1.0,2013-06-20,2013-08-20
NewYorkBiltongLLC,Non-payment,No response to hold,2.0,,1.0,68.0,2013-06-20,2013-08-20
ProTax,Non-payment,No response to hold,2.0,,0.0,14.0,2013-06-20,2013-08-20
AINITCS,Non-payment,No response to hold,1.9,,0.0,47.0,2013-06-19,2013-08-16
dolphinpoolguy,Non-payment,No response to hold,1.9,,0.0,29.0,2013-06-19,2013-08-16
Exiscan,Non-payment,No response to hold,1.9,,1.0,91.0,2013-06-19,2013-08-16
cocobsweet,Non-payment,No response to hold,1.9,,0.0,8.0,2013-06-19,2013-08-16
Fatheadz,,not needed,1.5,,0.0,0.0,2013-06-19,2013-08-05
comproboston,,Too Pricey and too much time to learn,1.0,,7.0,318.0,2013-06-18,2013-07-19
AccessEquipmentCorp,,Crashs my computer...,0.3,,7.0,8574.0,2013-06-18,2013-06-28
HugginsWoodFloorSpecialist,Non-payment,No response to hold,1.9,,0.0,581.0,2013-06-18,2013-08-16
elinorChurch,Non-payment,No response to hold,1.9,,0.0,0.0,2013-06-18,2013-08-16
elroifflpc,,This is not what we are looking for!,1.5,,0.0,1.0,2013-06-18,2013-08-02
AveryBusinessManagement,,none,0.8,,0.0,17.0,2013-06-17,2013-07-10
SurplusCoatings,,I do not have a use for this type of cloud service.,1.7,,5.0,686.0,2013-06-17,2013-08-09
HoneyDo,,"Don't have time to learn and use system at this point.  Also, the mobile version needs refinement and dedicated app so it's not a web interface: need to be able to access data w/out connection and better formatting for ease of use on mobile device.",1.2,,1.0,5.0,2013-06-16,2013-07-23
Tentech,Non-payment,No response to hold,2.0,,15.0,175.0,2013-06-14,2013-08-14
Detail2UMobileAutoDetail,Non-payment,No response to hold,2.0,,2.0,135.0,2013-06-14,2013-08-14
fomuicecream,Non-payment,No response to hold,2.0,,0.0,40.0,2013-06-14,2013-08-14
Ecomitize,Non-payment,No response to hold,2.0,,0.0,6.0,2013-06-14,2013-08-14
cbstation,Non-payment,No response to hold,2.0,,0.0,771.0,2013-06-14,2013-08-14
BBC,,Too expensive.,1.6,,8.0,1.0,2013-06-13,2013-08-02
Biztest,,Not needed,0.4,,0.0,942.0,2013-06-13,2013-06-26
FTAquaticsGroup,Non-payment,No response to hold,1.9,,0.0,2789.0,2013-06-13,2013-08-09
GlobalPrecisionOptics,Non-payment,No response to hold,1.9,,3.0,113.0,2013-06-13,2013-08-09
angela,Non-payment,No response to hold,1.9,,0.0,0.0,2013-06-13,2013-08-09
PerfectMemCreations,,Too expensive for my business to support at this time.,0.2,,0.0,857.0,2013-06-12,2013-06-18
Royaltree,,Does not have a mobile solution and requires google app subscription.,0.8,,1.0,3.0,2013-06-12,2013-07-07
GoodwinLegalServices,Non-payment,No response to hold,1.9,,1.0,20.0,2013-06-12,2013-08-09
CompleteCCS,Non-payment,No response to hold,1.9,,0.0,0.0,2013-06-11,2013-08-09
herodisplays,,Decided not to move forward with your system,1.4,,0.0,0.0,2013-06-10,2013-07-23
Mok,Non-payment,No response to hold,1.9,,0.0,1.0,2013-06-10,2013-08-08
NAVGWB,Non-payment,No response to hold,1.9,,0.0,334.0,2013-06-10,2013-08-08
Omniform3,Non-payment,No response to hold,1.9,,8.0,6264.0,2013-06-10,2013-08-08
RoofingPro,,No need,1.4,,0.0,4.0,2013-06-10,2013-07-23
eniches1,Non-payment,No response to hold,2.0,,4.0,11.0,2013-06-09,2013-08-08
pooltest,Non-payment,No response to hold,2.0,,0.0,1.0,2013-06-09,2013-08-08
aaaaaaaa,,fasfasfasf,1.7,,3.0,65.0,2013-06-09,2013-07-30
