Account,SKU_Count,Avg_Delimiter_Count,Avg_Char_Length,Avg_Word_Count,Pct_With_SKU_Codes,Pct_With_Specs,Pct_With_Brand_Prefix,Pct_Service_Items,Pct_Inventory_Items,Pct_NonInventory_Items,Pct_Fee_Items,Primary_Business_Type,Catalog_Complexity_Score,Complexity_Tier,Sample_Products,SKU_Tier
logoknits1,50,0.5,15.9,3.0,0.0,0.0,50.0,2.0,0.0,98.0,0.0,NonInventory-Based (Digital/Services),14.8,Ultra-Simple,"Sales, Pers XL, 1005 J",21-50 (Standard)
FLH,50,0.0,9.3,1.3,86.0,0.0,0.0,0.0,62.0,0.0,0.0,Product-Based (Mixed Inventory),16.9,Ultra-Simple,"DIRECT FRT, Florida, TOTAL TAXABLE SALES",21-50 (Standard)
happydayflower,50,0.0,5.0,1.0,6.0,0.0,0.0,0.0,82.0,0.0,0.0,Inventory-Based (Physical Products),4.9,Ultra-Simple,"2151, 2150, 2100",21-50 (Standard)
premierCo1,1,0.0,5.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Service-Based,0.1,Ultra-Simple,Sales,1-5 (Ultra-Simple)
knexMethod,50,1.34,29.2,2.4,94.0,2.0,64.0,2.0,80.0,18.0,2.0,Inventory-Based (Physical Products),36.8,Simple,"Freight-NI., Freight-NI:II0001FR, Freight-NI:II0006FR",21-50 (Standard)
amesresearchinc,50,0.04,5.4,1.1,60.0,2.0,0.0,4.0,82.0,0.0,0.0,Inventory-Based (Physical Products),13.5,Ultra-Simple,"BMX5RG, S/H, MSS5",21-50 (Standard)
antares,50,0.7,22.8,3.1,70.0,14.0,4.0,10.0,68.0,22.0,4.0,Product-Based (Mixed Inventory),21.2,Simple,"TPGS - 01 kg do not use (deleted), TPGS - 05 kg, TPGS - 15 kg do not use (deleted)",21-50 (Standard)
coolbluedistribution,50,0.86,48.6,6.7,48.0,64.0,72.0,4.0,72.0,24.0,0.0,Inventory-Based (Physical Products),34.1,Simple,"Sales, Default for Unmatched Products, DiscountItem",21-50 (Standard)
ngalatrading,50,1.74,45.5,5.6,0.0,0.0,100.0,14.0,80.0,6.0,6.0,Inventory-Based (Physical Products),30.6,Simple,"Shipping & Handling:Shipping for Immediate Delivery Items, Shipping & Handling:Shipping for Back-Order Items, Pillow Insert:20x20",21-50 (Standard)
biggameusaCo2,50,0.86,31.1,4.0,82.0,6.0,76.0,16.0,22.0,6.0,8.0,Product-Based (Mixed Inventory),34.0,Simple,"SHIPPING FEES:fedex home delivery, total-discount, SHIPPING FEES:UPS GROUND",21-50 (Standard)
labelsplusCo1,50,0.04,9.5,1.0,98.0,0.0,2.0,6.0,94.0,0.0,0.0,Inventory-Based (Physical Products),19.3,Ultra-Simple,"SHIPPING, LMN2017WCS, LMN2531WCCS",21-50 (Standard)
anytimebarsuppliesllcCo1,50,0.02,9.6,1.3,78.0,0.0,2.0,2.0,96.0,2.0,0.0,Inventory-Based (Physical Products),16.1,Ultra-Simple,"AMP102-SS, AMP102-S (deleted), AMP102-SY",21-50 (Standard)
haygor,50,0.06,14.3,1.6,22.0,0.0,0.0,2.0,0.0,96.0,2.0,NonInventory-Based (Digital/Services),7.7,Ultra-Simple,"Freight-UPS, Customer Pick Up, CUSTDPX",21-50 (Standard)
Eastwestemb2,50,0.1,16.4,1.3,72.0,0.0,4.0,10.0,72.0,12.0,2.0,Inventory-Based (Physical Products),16.1,Ultra-Simple,"Freight, Subtotal of all fields, Internal Instructions",21-50 (Standard)
spiritedbluffsllc,50,1.0,27.8,1.6,34.0,10.0,96.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),31.2,Simple,"Spirit:S-AIB-TrumanResrvBrbn, Spirit:S-Abeet LenarkVodka, Spirit:S-AIB-HCHSPICERUM",21-50 (Standard)
CryturUSA,50,0.0,19.2,1.7,72.0,0.0,0.0,0.0,80.0,0.0,0.0,Inventory-Based (Physical Products),14.8,Ultra-Simple,"Shipping Freight & Handling, Notes, Shipping Customs Fees",21-50 (Standard)
stwsincCo1,50,0.6,32.9,3.5,64.0,0.0,0.0,4.0,24.0,72.0,0.0,NonInventory-Based (Digital/Services),17.6,Ultra-Simple,"Tshirt, Tshirt Plus, S & H (deleted)",21-50 (Standard)
trunniontable,50,0.44,12.8,1.8,28.0,6.0,0.0,2.0,0.0,94.0,2.0,NonInventory-Based (Digital/Services),11.7,Ultra-Simple,"Freight, Baseplate, tail spindle 1200",21-50 (Standard)
diamondTechnologies,50,0.08,11.5,1.1,94.0,4.0,0.0,4.0,50.0,0.0,2.0,Product-Based (Mixed Inventory),19.0,Ultra-Simple,"Shipping out, Engineering-TBARE, 249-117",21-50 (Standard)
sonoranprocess,50,0.06,9.9,1.1,78.0,8.0,0.0,6.0,92.0,2.0,0.0,Inventory-Based (Physical Products),16.9,Ultra-Simple,"FREIGHT, SPEC38, LABOR",21-50 (Standard)
paradigmlabs,50,0.9,27.1,3.0,46.0,4.0,64.0,2.0,0.0,98.0,2.0,NonInventory-Based (Digital/Services),26.9,Simple,"Shipping & Freight - Paradigm:SH1, Enviroguard Products:EG2105R, Shipping & Freight - Enviroguar:SH1.3",21-50 (Standard)
TexStar,50,0.02,6.0,1.1,96.0,0.0,0.0,2.0,82.0,0.0,0.0,Inventory-Based (Physical Products),18.5,Ultra-Simple,"10061, 10019, 10210",21-50 (Standard)
safetnose,50,0.08,11.0,2.3,36.0,14.0,2.0,54.0,22.0,14.0,0.0,Service-Based,11.6,Ultra-Simple,"Cust Shipping, STNF old, STNR",21-50 (Standard)
griffcovalve,50,1.04,12.7,1.1,92.0,2.0,90.0,6.0,6.0,0.0,0.0,Product-Based (Mixed Inventory),38.4,Simple,"900000, BPV:BPM050P, PRV:PRM050P",21-50 (Standard)
Keystone,4,0.25,6.0,1.5,0.0,25.0,0.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),4.5,Ultra-Simple,"162Z, 225M 3/4"", 225B 1""",1-5 (Ultra-Simple)
FlowTurn,50,0.2,16.8,2.5,42.0,4.0,18.0,12.0,24.0,30.0,0.0,Product-Based (Mixed Inventory),14.7,Ultra-Simple,"FB_Item, Square Turn, Freight out",21-50 (Standard)
wrico,50,0.1,20.5,3.7,28.0,4.0,0.0,4.0,44.0,2.0,6.0,Product-Based (Mixed Inventory),9.3,Ultra-Simple,"Sulfuric Acid 93%, Wricochlor Max 12.5%, Pump Over Fee",21-50 (Standard)
nukitchens132,50,0.02,16.8,1.6,90.0,2.0,0.0,2.0,14.0,82.0,0.0,NonInventory-Based (Digital/Services),17.8,Ultra-Simple,"Discount, PAYMENTS- DEPOSIT, BALANCE PRIOR TO DELIVERY.",21-50 (Standard)
americanwholesaledistributors,50,0.04,8.7,1.0,80.0,8.0,0.0,0.0,80.0,12.0,0.0,Inventory-Based (Physical Products),17.1,Ultra-Simple,"S&H, SUB, NTGL-SYNM",21-50 (Standard)
bertelsonprecast,50,0.82,18.0,1.9,78.0,0.0,80.0,10.0,0.0,86.0,0.0,NonInventory-Based (Digital/Services),33.2,Simple,"DELIV, BUMPERS:BMP4, BLOCK:TB30",21-50 (Standard)
j2medicalsupplyinc,50,0.04,9.2,1.1,74.0,18.0,2.0,10.0,62.0,14.0,0.0,Product-Based (Mixed Inventory),17.5,Ultra-Simple,"Production Sales, Shipping/Handling, TRACKING",21-50 (Standard)
saasdirectCo1,26,0.04,18.8,2.9,3.8,3.8,0.0,3.8,80.8,0.0,0.0,Inventory-Based (Physical Products),3.3,Ultra-Simple,"Pièces Usagées, Freins Beringer, Motoscope Classic Speedo",21-50 (Standard)
techtradeglobal,50,0.06,14.9,1.4,80.0,6.0,0.0,2.0,56.0,42.0,2.0,Product-Based (Mixed Inventory),17.0,Ultra-Simple,"Sales, 1-New, Serial Numbers",21-50 (Standard)
spkassociates,50,0.0,11.0,1.8,2.0,0.0,0.0,4.0,0.0,90.0,0.0,NonInventory-Based (Digital/Services),4.3,Ultra-Simple,"Packaging, Label, Shipping and Handling",21-50 (Standard)
Vagabondpetsupply,50,0.0,7.5,1.3,26.0,34.0,0.0,0.0,22.0,60.0,0.0,NonInventory-Based (Digital/Services),11.3,Ultra-Simple,"Shipping, EZ - 4L, EZ-4LB",21-50 (Standard)
yoderbilt,50,0.9,7.9,1.1,26.0,0.0,70.0,2.0,0.0,92.0,0.0,NonInventory-Based (Digital/Services),24.4,Simple,"Total AvaTax, SC:YB, DT:DF:2D",21-50 (Standard)
bindersincCo1,50,1.16,30.0,4.3,4.0,0.0,14.0,0.0,0.0,92.0,8.0,NonInventory-Based (Digital/Services),14.4,Ultra-Simple,"Shipping and handling notes, Freight (Shipping & Handling):Shipping Prepaid & Add, 110. MEDIA Holder (CD, Mem STK):*No Media Holder",21-50 (Standard)
artemisbiosolutions,50,0.02,9.7,1.4,60.0,0.0,2.0,0.0,68.0,2.0,0.0,Product-Based (Mixed Inventory),13.4,Ultra-Simple,"Shipping, AVEBPS, Early Payment Discount",21-50 (Standard)
loretech,50,0.0,10.0,1.1,94.0,10.0,0.0,6.0,88.0,2.0,4.0,Inventory-Based (Physical Products),19.1,Ultra-Simple,"FREIGHT, ACC-01-0003, TARIFF FEE",21-50 (Standard)
gexcorpCo1,50,0.0,7.3,1.3,92.0,2.0,0.0,12.0,10.0,0.0,0.0,Product-Based (Mixed Inventory),18.0,Ultra-Simple,"Discount, P8003, P8101",21-50 (Standard)
gitchsportswearCo1,50,0.0,20.8,3.2,0.0,0.0,0.0,6.0,34.0,60.0,2.0,NonInventory-Based (Digital/Services),4.0,Ultra-Simple,"Shipping, GSW Sublimated Hockey Jersey, GSW Hockey Socks",21-50 (Standard)
europenaingredientsCo2,50,0.0,7.0,1.0,96.0,0.0,0.0,4.0,94.0,0.0,0.0,Inventory-Based (Physical Products),18.4,Ultra-Simple,"FB_Item, 000001, 1523699",21-50 (Standard)
bassbrushes,50,0.0,3.1,1.0,6.0,0.0,0.0,2.0,90.0,0.0,0.0,Inventory-Based (Physical Products),4.9,Ultra-Simple,"FREIGHT, 35, BC1",21-50 (Standard)
highcottonCo2,50,0.0,5.7,1.0,84.0,0.0,0.0,0.0,94.0,0.0,0.0,Inventory-Based (Physical Products),16.6,Ultra-Simple,"FREIGHT, DISCOUNT, EP19833",21-50 (Standard)
ipme,50,0.16,16.8,2.9,4.0,6.0,2.0,22.0,0.0,78.0,2.0,NonInventory-Based (Digital/Services),6.6,Ultra-Simple,"misc.:misc., Shipping & Handling, Sales",21-50 (Standard)
sommselection,50,0.0,22.8,4.2,0.0,0.0,0.0,0.0,98.0,0.0,0.0,Inventory-Based (Physical Products),4.0,Ultra-Simple,"Christian Martin Blanc de Blanc, Arduini Brut Prosecco Silver NV, Gonet Blanc de Blancs Sig",21-50 (Standard)
morepreparedCo2,50,1.74,39.8,4.6,82.0,0.0,34.0,2.0,34.0,0.0,0.0,Product-Based (Mixed Inventory),33.0,Simple,"Z - Shipping:Shipping UPS Ground, Z - Shipping, Z - Shipping Service",21-50 (Standard)
ancientartsfibrecrafts,50,1.0,23.4,1.0,96.0,4.0,0.0,4.0,96.0,0.0,0.0,Inventory-Based (Physical Products),25.5,Simple,"7-CustomCharge:Ship, 2-Socknado:AA01-MERNYH4, 3-Passion8:AA01-MERNY8P",21-50 (Standard)
rfdistributor,50,0.02,8.9,1.0,82.0,4.0,0.0,0.0,82.0,6.0,0.0,Inventory-Based (Physical Products),16.8,Ultra-Simple,"Shipping, LMR-400, MB8U",21-50 (Standard)
wplastics,50,0.02,13.3,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,Product-Based (Mixed Inventory),17.3,Ultra-Simple,"Pallet, Freight, 5P-M-120-WHI",21-50 (Standard)
Surfaceco,50,0.0,8.5,1.2,72.0,0.0,0.0,0.0,74.0,6.0,8.0,Inventory-Based (Physical Products),14.8,Ultra-Simple,"Freight, SR0001, Total AvaTax",21-50 (Standard)
BioAgEnergy,50,0.32,12.6,1.2,8.0,0.0,30.0,0.0,88.0,0.0,4.0,Inventory-Based (Physical Products),11.8,Ultra-Simple,"WEthanol, L2Dyed, W2Dyed",21-50 (Standard)
sylvacorp,50,1.94,54.0,7.4,34.0,0.0,94.0,24.0,70.0,0.0,6.0,Hybrid (Mixed),36.1,Simple,"Finished Goods:Bagged Mulch 2 CF Bag:MENARDS Bagged Mulch 2 CF Bag:5* Brown 1803044, Finished Goods:Bagged Mulch 2 CF Bag:MENARDS Bagged Mulch 2 CF Bag:5* Red 1803036, Finished Goods:Bagged Mulch 2 CF Bag:MENARDS Bagged Mulch 2 CF Bag:5* Black 1803038",21-50 (Standard)
ptegolfCo1,50,0.7,30.4,4.1,4.0,14.0,48.0,18.0,56.0,10.0,6.0,Product-Based (Mixed Inventory),17.9,Ultra-Simple,"SHIPPING, Embroidery, Sales Discount",21-50 (Standard)
BarrelBuildersInc,50,1.42,23.5,1.9,22.0,0.0,0.0,10.0,72.0,4.0,2.0,Inventory-Based (Physical Products),16.8,Ultra-Simple,"Ups, 3-AI:3.4-SpecHand:Proxy Clean-50, 3-AI:3.3-General AI:Spiles-Old",21-50 (Standard)
NadalieUSA,50,0.5,15.1,1.5,54.0,0.0,12.0,10.0,30.0,52.0,0.0,NonInventory-Based (Digital/Services),17.2,Ultra-Simple,"FRT EST, FRT, TNBbls",21-50 (Standard)
tritterfeeferCo1,50,0.04,13.9,2.2,8.0,0.0,4.0,80.0,14.0,2.0,2.0,Service-Based,6.1,Ultra-Simple,"Cartoning, Upcharge, 50deposit",21-50 (Standard)
agproinc,50,0.02,11.9,1.3,76.0,0.0,0.0,2.0,76.0,0.0,4.0,Inventory-Based (Physical Products),15.5,Ultra-Simple,"Shipping (Freight Out), Subtotal, Customer Deposit (2300)",21-50 (Standard)
tfriedl,50,0.12,22.1,5.5,30.0,2.0,0.0,4.0,88.0,0.0,4.0,Inventory-Based (Physical Products),9.5,Ultra-Simple,"HPT - 8 242 0250 045 6 1050, AIS - 7100297C75, HPT - 3 726 1600 085 1 0705",21-50 (Standard)
vantagemeasure,50,0.16,11.4,1.9,34.0,0.0,0.0,40.0,0.0,52.0,2.0,NonInventory-Based (Digital/Services),10.2,Ultra-Simple,"Travel Time, CMM Calibration, CMM Programming",21-50 (Standard)
urbanfrontltd,50,0.78,28.0,2.7,40.0,2.0,40.0,60.0,0.0,40.0,0.0,Service-Based,21.4,Simple,"ZZ_PlaceHolder_5008 (deleted), ZZ_PlaceHolder_5020 (deleted), ZZ_PlaceHolder_5006 (deleted)",21-50 (Standard)
maassociates,50,0.86,25.2,4.9,86.0,0.0,2.0,6.0,86.0,0.0,0.0,Inventory-Based (Physical Products),22.9,Simple,"000 SHIP, 72 - Zenex:72-WS355-4, 35 - DALCO - Inv.:WS - HNB",21-50 (Standard)
FoamRubberFabricators,50,0.02,6.2,1.1,52.0,0.0,0.0,2.0,0.0,90.0,0.0,NonInventory-Based (Digital/Services),11.9,Ultra-Simple,"1030Q, 1850, 1350",21-50 (Standard)
raybiotech,50,0.04,10.6,1.0,52.0,0.0,0.0,8.0,74.0,8.0,2.0,Inventory-Based (Physical Products),12.1,Ultra-Simple,"Handling, Shipping, TrackingNo.",21-50 (Standard)
dars,50,1.0,11.4,1.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,Inventory-Based (Physical Products),40.7,Standard,"WATER:SP1050, WATER:SP1025, WINE:CT1222",21-50 (Standard)
leichtseattle1,40,0.88,30.2,3.3,17.5,0.0,87.5,20.0,0.0,80.0,2.5,NonInventory-Based (Digital/Services),24.8,Simple,"Services:Install & Build - YS, Cabinets:LEICHT Cabinet sales, Services:Reimbursable",21-50 (Standard)
exergamefitness,50,0.82,20.9,1.9,22.0,0.0,52.0,16.0,76.0,0.0,0.0,Inventory-Based (Physical Products),20.6,Simple,"Freight, SERV:IT-Installation & Training, Discount",21-50 (Standard)
rgvegas,50,0.1,7.0,1.0,10.0,0.0,4.0,82.0,14.0,2.0,0.0,Service-Based,6.8,Ultra-Simple,"Shipping, G, -Ruccinni",21-50 (Standard)
timberwolfforest,50,0.78,28.6,3.1,84.0,0.0,52.0,18.0,70.0,2.0,2.0,Product-Based (Mixed Inventory),29.6,Simple,"SHIPPING & HANDLING, FREE SHIPPING, SHIPPING & HANDLING:S&H - GROUND UPS",21-50 (Standard)
lifetimeteallc,50,0.92,39.3,4.9,0.0,0.0,92.0,8.0,90.0,2.0,0.0,Inventory-Based (Physical Products),23.9,Simple,"Client Services:Shipping, Customer Products:Drop Ship Voom Vaya Apple Blend, Customer Products:Drop Ship Voom Vaya TeaTox Blend",21-50 (Standard)
redeagleinternational,50,0.96,29.9,3.6,2.0,4.0,94.0,0.0,96.0,0.0,0.0,Inventory-Based (Physical Products),25.2,Simple,"Paraquat:Paraquat 43.2% -265, Flumioxazin:Flumioxazin 51% WDG - 4x5, Clethodim:Clethodim 2E - 2x2.5",21-50 (Standard)
rapidindustriesqbd,50,0.0,8.3,1.1,98.0,0.0,0.0,4.0,88.0,0.0,0.0,Inventory-Based (Physical Products),18.7,Ultra-Simple,"FREIGHT, PM9240-B, RE9240-B",21-50 (Standard)
BonOpusSales,50,0.3,9.1,1.3,32.0,4.0,28.0,78.0,14.0,0.0,26.0,Service-Based,15.4,Ultra-Simple,"SH Charge:SH10, SH Charge:HA04, DL02",21-50 (Standard)
cfsusa1,50,0.18,22.0,4.1,36.0,0.0,18.0,72.0,0.0,10.0,0.0,Service-Based,13.3,Ultra-Simple,"TMSHOP Day, MACH 02-7  Night Nuclear RT, MACH 02-7  Day Nuclear RT",21-50 (Standard)
goldengroveglobal,50,0.88,62.4,9.3,20.0,10.0,86.0,0.0,0.0,100.0,0.0,NonInventory-Based (Digital/Services),26.8,Simple,"Murray River Salt:Murray River Salt® Flakes Chef Box 250g (8.82oz), Murray River Salt:WHOLESALE MURRAY RIVER SALT® FLAKES - CATERING PACKS - CASE, La Plantation Kampot:Kampot Black Whole Peppercorns - 50g Recycled Paper Pouch",21-50 (Standard)
stanwoodredimix,13,0.0,8.0,1.4,0.0,0.0,0.0,61.5,0.0,38.5,15.4,Service-Based,1.0,Ultra-Simple,"3000, 3020, 3030",6-20 (Simple)
precisionsurgicalinc,50,0.0,8.6,1.2,68.0,0.0,0.0,0.0,0.0,98.0,2.0,NonInventory-Based (Digital/Services),14.2,Ultra-Simple,"FREIGHT, Misc Non-Exclusive, PSI EID",21-50 (Standard)
theblastbagCo1,50,0.0,5.9,1.0,10.0,0.0,0.0,2.0,10.0,0.0,0.0,Product-Based (Mixed Inventory),5.5,Ultra-Simple,"Delivery, CAM2, CLRHSE2",21-50 (Standard)
solsticeag,50,0.04,11.5,1.5,78.0,0.0,2.0,0.0,48.0,14.0,0.0,Product-Based (Mixed Inventory),16.3,Ultra-Simple,"Ground, FRSFTA025, FRSFTM025",21-50 (Standard)
Solavantilighting1,50,0.0,15.7,1.3,88.0,0.0,0.0,6.0,76.0,18.0,0.0,Inventory-Based (Physical Products),17.2,Ultra-Simple,"SPECIAL INSTRUCTIONS, TYPE-SP.INSTRUCT-TYPE, FIXTURE TYPE",21-50 (Standard)
akzanwholesale,50,1.78,18.7,1.9,86.0,0.0,92.0,2.0,92.0,0.0,0.0,Inventory-Based (Physical Products),42.6,Standard,"Subtotal, Shipping, Discount",21-50 (Standard)
pacificergonomics,50,0.04,14.7,1.0,72.0,10.0,0.0,16.0,80.0,0.0,2.0,Inventory-Based (Physical Products),16.1,Ultra-Simple,"PE-Shipping/Delivery, INS-LABOR, PE-Handling/Delivery",21-50 (Standard)
bccrmed,50,0.0,7.3,1.2,64.0,0.0,0.0,2.0,84.0,2.0,2.0,Inventory-Based (Physical Products),13.6,Ultra-Simple,"Freight, A0500, A5057",21-50 (Standard)
hollingbery,50,0.76,18.6,1.3,76.0,16.0,0.0,18.0,0.0,0.0,2.0,Product-Based (Mixed Inventory),22.1,Simple,"Shipping, Storage Fees, 1% Interest",21-50 (Standard)
aquashieldenclosures,50,1.6,25.3,1.4,96.0,0.0,8.0,4.0,90.0,0.0,4.0,Inventory-Based (Physical Products),30.3,Simple,"FREIGHT, *ENCLOSURES:*STANDARD:BFP2-S, *ENCLOSURES:*STANDARD:BFP1-S",21-50 (Standard)
back2internationalltd,50,0.12,44.1,7.4,20.0,10.0,0.0,10.0,88.0,2.0,0.0,Inventory-Based (Physical Products),8.8,Ultra-Simple,"Delivery, BodyBilt J3407 - Black Hue, Desk Delivery and Installation - Outside M25",21-50 (Standard)
SunshineUSALLC1,50,0.02,15.2,2.8,36.0,8.0,0.0,0.0,26.0,8.0,2.0,Product-Based (Mixed Inventory),10.3,Ultra-Simple,"Shipping Protection, Shipping Outbound, Extended Warranty",21-50 (Standard)
deltakits1,50,0.0,9.2,1.6,76.0,10.0,0.0,2.0,0.0,74.0,0.0,NonInventory-Based (Digital/Services),16.4,Ultra-Simple,"Subtotal, Tracking Information, Shipping - UPS-Ground",21-50 (Standard)
headnhome,50,0.04,18.2,2.6,86.0,0.0,0.0,0.0,58.0,2.0,0.0,Product-Based (Mixed Inventory),17.2,Ultra-Simple,"9-6515 CC Fees, 8-Online Discount, 8-Shipping USPS/UPS/Fedex",21-50 (Standard)
USTestingEquipment,50,1.62,33.6,2.5,70.0,0.0,84.0,12.0,2.0,78.0,0.0,NonInventory-Based (Digital/Services),37.9,Simple,"DELIVERY, Rapiscan Trace:Consumables:M0001964-100, Rapiscan Trace:Consumables:M0001966-100",21-50 (Standard)
chapmanco,50,0.78,31.4,2.9,32.0,0.0,42.0,44.0,42.0,14.0,0.0,Hybrid (Mixed),20.3,Simple,"QP, AvaTax, *",21-50 (Standard)
voltairesystems,50,0.0,11.0,1.1,98.0,2.0,0.0,0.0,36.0,0.0,0.0,Product-Based (Mixed Inventory),18.9,Ultra-Simple,"FREIGHT - OUT, WAR2AP, WARRANTY DISCOUNT",21-50 (Standard)
podiatrycc,50,0.06,20.6,3.0,42.0,12.0,0.0,100.0,0.0,0.0,2.0,Service-Based,11.9,Ultra-Simple,"BRANDED 180 - MONTHLY, Monthly Service-Better, Google",21-50 (Standard)
dhsoftwarealliance1,24,0.25,13.2,1.9,4.2,0.0,25.0,4.2,79.2,4.2,0.0,Inventory-Based (Physical Products),8.0,Ultra-Simple,"Freight, Cabinets:Cabinet Pulls, OT Proxy",21-50 (Standard)
pickonus,50,1.44,22.5,1.9,26.0,0.0,72.0,8.0,72.0,6.0,2.0,Inventory-Based (Physical Products),28.3,Simple,"WebStore Shipping, UPS, FedEx",21-50 (Standard)
afghanicts,50,1.76,43.8,3.9,28.0,2.0,72.0,46.0,44.0,4.0,0.0,Hybrid (Mixed),30.9,Simple,"One time Purchases & Sales, Tax(Withhold tax), Installation, Support & Service",21-50 (Standard)
expressassembly1,50,0.08,12.1,1.5,50.0,20.0,0.0,0.0,72.0,6.0,0.0,Inventory-Based (Physical Products),14.0,Ultra-Simple,"Shipping, Repair, Amazon Discount",21-50 (Standard)
MYGUTTERLOCK,50,0.14,13.6,2.7,0.0,0.0,12.0,0.0,50.0,0.0,0.0,Product-Based (Mixed Inventory),6.7,Ultra-Simple,"Shipping and Handling, GLD White 5"", GLD Black 5""",21-50 (Standard)
CunninghamPianoCo,50,0.5,31.0,4.2,2.0,6.0,0.0,98.0,2.0,0.0,2.0,Service-Based,8.2,Ultra-Simple,"Tuning- DO NOT USE:Tuning (deleted), Delivery Charge Digital, Piano Lessons 30 Min KOP",21-50 (Standard)
rawfood,50,2.04,50.9,8.0,38.0,68.0,46.0,6.0,48.0,46.0,4.0,Product-Based (Mixed Inventory),37.0,Simple,"RFC:5Kale Chips/ Original flavor/ Organic/1.5 oz bag (deleted), RFC:6Onion rings/ original flavor/ Organic/ 1.5 oz bag (deleted), [RFC] ASY Kale Chips / Cashew Ranch / Organic / 1.5 oz bag 00500 (deleted)",21-50 (Standard)
excelpkgsystems,50,0.16,11.3,1.2,78.0,2.0,0.0,8.0,78.0,0.0,2.0,Inventory-Based (Physical Products),17.0,Ultra-Simple,"Shipping & Handling, Total AvaTax, 3440-72",21-50 (Standard)
atWork,50,0.02,15.5,2.1,38.0,14.0,0.0,2.0,82.0,12.0,4.0,Inventory-Based (Physical Products),11.2,Ultra-Simple,"Delivery, DESCRIPTION, Delivery 1",21-50 (Standard)
affinityr,50,0.1,9.5,1.2,70.0,4.0,2.0,14.0,70.0,8.0,0.0,Product-Based (Mixed Inventory),15.9,Ultra-Simple,"Non-Inventory Item, FREIGHT, SERVICE",21-50 (Standard)
blkcorp,50,0.04,17.3,1.6,62.0,0.0,0.0,0.0,72.0,24.0,0.0,Inventory-Based (Physical Products),13.6,Ultra-Simple,"xOS-Shadow Board Text - Small, xOS-Shadow Board Text - Medium, xOS-Backer Board-SM",21-50 (Standard)
keastenterprises,50,0.94,20.0,3.3,74.0,4.0,2.0,12.0,50.0,24.0,0.0,Product-Based (Mixed Inventory),22.1,Simple,"SHOP LABOR - RELATED PARTY, FREIGHT - HIRED DRIVER, Non Inventoried Parts",21-50 (Standard)
apexstone,50,1.64,24.3,2.1,6.0,4.0,50.0,8.0,72.0,2.0,6.0,Inventory-Based (Physical Products),23.7,Simple,"Landscape:Boulders:12"" - 24"":San Saba, Custom-Order, Delivery",21-50 (Standard)
ezloinnovation,50,0.92,22.4,1.5,76.0,0.0,84.0,24.0,60.0,0.0,2.0,Hybrid (Mixed),34.1,Simple,"Services:Shipping, CONTROLLERS:EzloPlus-US-SHFL, CONTROLLERS:VeraPlus-US",21-50 (Standard)
shedyard,50,0.02,13.0,2.1,16.0,2.0,0.0,10.0,28.0,58.0,0.0,NonInventory-Based (Digital/Services),6.7,Ultra-Simple,"CCO, CCS, Non Inventory Part",21-50 (Standard)
triangleatlantic,50,0.0,6.4,1.8,8.0,2.0,0.0,6.0,78.0,4.0,0.0,Inventory-Based (Physical Products),5.4,Ultra-Simple,"S1, D2'FER, *Fin Chg",21-50 (Standard)
abeep,50,0.0,17.4,2.6,42.0,0.0,0.0,20.0,14.0,4.0,4.0,Product-Based (Mixed Inventory),10.3,Ultra-Simple,"MTM Data Dealer, SHIPPING, MTM Data",21-50 (Standard)
trask2000,50,0.24,13.1,1.7,72.0,0.0,12.0,6.0,4.0,4.0,0.0,Product-Based (Mixed Inventory),18.2,Ultra-Simple,"S&H, NON-INVENTORY:WEB STORE ITEMS:notes, TM-2041BK",21-50 (Standard)
brownsafe,50,1.52,40.1,4.5,0.0,0.0,90.0,16.0,0.0,78.0,0.0,NonInventory-Based (Digital/Services),27.6,Simple,"Freight, Gem Series:Gem Crating, Gem Series:Gem Series Upgrades:Interior Light",21-50 (Standard)
equipmentguys,50,1.28,24.8,2.4,70.0,0.0,74.0,0.0,0.0,86.0,0.0,NonInventory-Based (Digital/Services),34.1,Simple,"SHIPPING:OUTBOUND SHIPPING:2001 Drop Ship, Header, SD:Custom Manufacturing",21-50 (Standard)
houhyd,50,0.0,8.0,1.3,72.0,0.0,0.0,2.0,32.0,56.0,2.0,NonInventory-Based (Digital/Services),14.8,Ultra-Simple,"SHIPPING, SERVICE, GAGE",21-50 (Standard)
usafleetsolutions,50,1.1,40.9,5.1,24.0,4.0,66.0,88.0,8.0,4.0,6.0,Service-Based,25.2,Simple,"Recurring Service:MRT - Pro, Recurring Service:MRT - ProPlus, Recurring Service:MRT 5200  03-10 units (deleted)",21-50 (Standard)
novamen,50,1.12,30.3,4.2,16.0,20.0,2.0,18.0,8.0,4.0,4.0,Product-Based (Mixed Inventory),16.2,Ultra-Simple,"A/R:Freight:Freight Charge, Misc Sales, 11 Rydlyme:Rydlyme 5 Gallon Jug",21-50 (Standard)
fifoil,50,0.14,14.5,1.6,72.0,0.0,0.0,0.0,0.0,0.0,0.0,Product-Based (Mixed Inventory),15.7,Ultra-Simple,"Total AvaTax, Subtotal, F-AA224500HP",21-50 (Standard)
