Account Name,Cancellation Reason,Cancellation Reason Other,Tenure_Months,Last Invoice $,Reason_Clean,Category
averaproducts,Other - please specify," Changing our whole ERP from Quickbooks to something else, so we won't be needing method anymore. 
Thank you for checking in though!
",1.1,0.0,"Changing our whole ERP from Quickbooks to something else, so we won't be needing method anymore. 
Thank you for checking in though!",Integration Issues
vincausa,,My schedule didn’t allow time to explore Method,1.0,0.0,My schedule didn’t allow time to explore Method,Uncategorized
voltairesys,Non-payment,Dup account. Kept voltairesystems,2.2,0.0,Dup account. Kept voltairesystems,Uncategorized
luxlukdesignllc,Other - please specify,Too low value added in relation to Quick Books. It doesn't worthwhile the price.,1.0,0.0,Too low value added in relation to Quick Books. It doesn't worthwhile the price.,UX/UI Issues
abcustomdesignllc,,Method was difficult to use and learn,0.2,0.0,Method was difficult to use and learn,Too Complex/Clunky
MetalEarth19,Other - please specify,User will create a different new account.,0.0,0.0,User will create a different new account.,Uncategorized
niluka1,Other - please specify," trial account has expired and I want to cancel this account. we just have to have a few discussions internally, budget approval, then we will set up a new corporate account and be good to go",1.3,0.0,"trial account has expired and I want to cancel this account. we just have to have a few discussions internally, budget approval, then we will set up a new corporate account and be good to go",Price/Value
gandalphs,Other - please specify,"Par for the course, I try to let you know what the problems were... and I get another problem.

Action Execution Error
String or binary data would be truncated.
The statement has  been terminated.

You guys suck.",0.1,0.0,"Par for the course, I try to let you know what the problems were... and I get another problem.

Action Execution Error
String or binary data would be truncated.
The statement has  been terminated.

You guys suck.",Performance Issues
discountwatersupply,,Method was difficult to use and learn,0.4,0.0,Method was difficult to use and learn,Too Complex/Clunky
bluecomm,Other - please specify,nothing you did.  just wasn't the solution we were looking for.,2.6,0.0,nothing you did.  just wasn't the solution we were looking for.,Uncategorized
DALBILE,Other - please specify,"I was evaluating, but, Zoho has more features. It is simple, and easy, and no cost up to 3 users",0.7,0.0,"I was evaluating, but, Zoho has more features. It is simple, and easy, and no cost up to 3 users",Feature Gaps
riverviewproduce,Other - please specify,great product but not a fit for our company.,1.3,0.0,great product but not a fit for our company.,Uncategorized
pdquipment,Other - please specify,Not moving forward with Method:CRM at this time. ,1.6,0.0,Not moving forward with Method:CRM at this time.,Uncategorized
radius,,My schedule didn’t allow time to explore Method,1.5,0.0,My schedule didn’t allow time to explore Method,Uncategorized
framuswarwickusaCo1,Other - please specify,"The sales people found the program too time consuming because we are company based, not person based.  Items were not connected in a logical way for us to use it properly.  We found a CRM that is more user friendly. ",1.0,0.0,"The sales people found the program too time consuming because we are company based, not person based.  Items were not connected in a logical way for us to use it properly.  We found a CRM that is more user friendly.",Uncategorized
linzhi,Other - please specify,"No reason given, even after being asked for one. ",1.3,0.0,"No reason given, even after being asked for one.",Uncategorized
theoilbarnllc,Other - please specify,"Being a small company we do not have the need for a robust tool like this. I would probably be the only one using it. Also, it's not expensive, but the cost is a consideration. I can use a different tool that is free to do the same kind of thing, with less automation, but entering new customers in Quickbooks is not a time-suck for me. 

Finally, the user interface was a little clunky and not easy to follow what I need to do next. I like visual management, so kanban boards and nice dashboards to sum up activities and opportunities. Also, I wish I could track existing customer reorders in the tool.
",1.4,0.0,"Being a small company we do not have the need for a robust tool like this. I would probably be the only one using it. Also, it's not expensive, but the cost is a consideration. I can use a different tool that is free to do the same kind of thing, with less automation, but entering new customers in Quickbooks is not a time-suck for me. 

Finally, the user interface was a little clunky and not easy to follow what I need to do next. I like visual management, so kanban boards and nice dashboards to sum up activities and opportunities. Also, I wish I could track existing customer reorders in the tool.",Too Complex/Clunky
scitgroup,Other - please specify,We have tested and we find it Quite Expensive for us ,1.0,0.0,We have tested and we find it Quite Expensive for us,UX/UI Issues
texasfloors,Other - please specify,I am not quite ready for this step.  I'll be back....,0.2,0.0,I am not quite ready for this step.  I'll be back....,UX/UI Issues
thompsonfabco,Other - please specify,"The sync feature is nice, when it was working. I don't like that you have to remain logged in to QuickBooks with the Admin account 24/7.

The reports could be more robust.

When creating an Estimate, the drop down and features are cluncky.

Adding Opportunities is just another unnecessary step for us, but is the only way in your system to track a close rate per sales person.
",1.0,0.0,"The sync feature is nice, when it was working. I don't like that you have to remain logged in to QuickBooks with the Admin account 24/7.

The reports could be more robust.

When creating an Estimate, the drop down and features are cluncky.

Adding Opportunities is just another unnecessary step for us, but is the only way in your system to track a close rate per sales person.",Feature Gaps
amglobal,,My schedule didn’t allow time to explore Method,1.5,0.0,My schedule didn’t allow time to explore Method,Uncategorized
sigikid,,Method was difficult to use and learn,1.0,0.0,Method was difficult to use and learn,Too Complex/Clunky
shirtworks1,,My schedule didn’t allow time to explore Method,0.3,0.0,My schedule didn’t allow time to explore Method,Uncategorized
highpuritynatural,Other - please specify,Had to start a new trial to connect live QBO file instead of a test one. ,1.0,0.0,Had to start a new trial to connect live QBO file instead of a test one.,Integration Issues
tisomiukltd,Other - please specify,I was hoping that Method would fill some of the gaps with SOP in QBO. It would seem that this would involve a lot of development and customisation and that is something I do not have an appetite for right now.,1.7,0.0,I was hoping that Method would fill some of the gaps with SOP in QBO. It would seem that this would involve a lot of development and customisation and that is something I do not have an appetite for right now.,Integration Issues
tivolidistributingco,,Method was missing the following features,0.5,0.0,Method was missing the following features,Feature Gaps
ellabcandlesCo1,Other - please specify,"Not ready to move forward at this time, might revisit again. ",1.3,0.0,"Not ready to move forward at this time, might revisit again.",Uncategorized
monsoonpc,,My schedule didn’t allow time to explore Method,1.0,0.0,My schedule didn’t allow time to explore Method,Uncategorized
dustashes,,My schedule didn’t allow time to explore Method,0.9,0.0,My schedule didn’t allow time to explore Method,Uncategorized
arrowheadsigns3,Other - please specify,"I found another imbedded big commerce app that will do fine for what I need at $12 (I’m a one man operation and don’t need to communicate with teams). Work from my desk all day, no need for an app either. The form is nice but not for $49. ",0.2,0.0,"I found another imbedded big commerce app that will do fine for what I need at $12 (I’m a one man operation and don’t need to communicate with teams). Work from my desk all day, no need for an app either. The form is nice but not for $49.",Uncategorized
inducon,Other - please specify,"I think Method is great CRM really
What a pitty it is expensive for my small company
Sorry I have to go...",0.8,0.0,"I think Method is great CRM really
What a pitty it is expensive for my small company
Sorry I have to go...",Price/Value
iceasap,Other - please specify,We went with Scoro because off the advances project management. ,1.0,0.0,We went with Scoro because off the advances project management.,Uncategorized
signofoodingredients,Other - please specify,At this time we have decided to to implement a CRM.  We will review again next year. ,1.1,0.0,At this time we have decided to to implement a CRM.  We will review again next year.,Uncategorized
europrotection,Other - please specify,"I m not i nterested in taking the order from CRM, only to manage customer information and sales stat. thank you for the trial",1.1,0.0,"I m not i nterested in taking the order from CRM, only to manage customer information and sales stat. thank you for the trial",Uncategorized
warehousetransportgroup,Other - please specify,This account was created incorrectly. A new account will likely be created for the client as a referred account from the Partner. ,0.2,0.0,This account was created incorrectly. A new account will likely be created for the client as a referred account from the Partner.,Uncategorized
madmexican,Other - please specify,Other things going on in company right now,0.2,0.0,Other things going on in company right now,Uncategorized
nysscorp,Other - please specify,"We don’t need it, just delete the account.",1.1,0.0,"We don’t need it, just delete the account.",Uncategorized
cerebellumCo1,Other - please specify,Did not want to proceed based off of how extensive customizations will be. ,1.0,0.0,Did not want to proceed based off of how extensive customizations will be.,Poor Customization
HIHTechnologies,Other - please specify,"I live and die by my Outlook calendar due to all the actions going through Outlook 365. 

 

Unfortunately, this will not work for me considering I would have to completely makeover my system currently to use Google Calendar vs. Outlook 365 calendar and apps. 

 ",0.6,0.0,"I live and die by my Outlook calendar due to all the actions going through Outlook 365. 

 

Unfortunately, this will not work for me considering I would have to completely makeover my system currently to use Google Calendar vs. Outlook 365 calendar and apps.",Uncategorized
AllStarSpecialties,Other - please specify,Multiple follow-ups with no response. Cancelling on behalf of customer.,1.7,0.0,Multiple follow-ups with no response. Cancelling on behalf of customer.,Uncategorized
chaseco,Other - please specify,Reached out to chase and no response. Cancelling on behalf of Chase,1.1,0.0,Reached out to chase and no response. Cancelling on behalf of Chase,Uncategorized
familyhearthandpatio,Other - please specify,"Method:CRM doesn't serve our purpose, we were referred to it in error/mistake. ",1.3,0.0,"Method:CRM doesn't serve our purpose, we were referred to it in error/mistake.",Performance Issues
pacificshoring,Other - please specify,The Outlook gadget was not successful with IMAP Outlook or with Office 365.   Mobile integration from emails was clumsy.,0.8,0.0,The Outlook gadget was not successful with IMAP Outlook or with Office 365.   Mobile integration from emails was clumsy.,Integration Issues
acc82426,Other - please specify,Looking at multiple CRMs right now - and don't see this being the CRM we go with.  Cancleing now so I don't forget to.,1.9,0.0,Looking at multiple CRMs right now - and don't see this being the CRM we go with.  Cancleing now so I don't forget to.,Uncategorized
kombucha,,I experienced technical issues with Method ,1.0,0.0,I experienced technical issues with Method,Performance Issues
afriagri,Other - please specify,"We operate in the agricultural sector in Nigeria. The idea was to use it for our sales reps in the field but after seeing the prices, it just shows to not pay itself back.",1.0,0.0,"We operate in the agricultural sector in Nigeria. The idea was to use it for our sales reps in the field but after seeing the prices, it just shows to not pay itself back.",Price/Value
acc81903,Other - please specify,We went with a different provider that included phone service.  ,1.9,0.0,We went with a different provider that included phone service.,Uncategorized
hungrightdoorsllc1,,Method was missing the following features,1.1,0.0,Method was missing the following features,Feature Gaps
houstonradar,Other - please specify,We have decided not to proceed at this time,1.7,0.0,We have decided not to proceed at this time,Uncategorized
hyperbox,Other - please specify,Our company isn't ready to move forward just yet.,0.2,0.0,Our company isn't ready to move forward just yet.,Uncategorized
levisontrial,Other - please specify,Has a new account set up. Reason: thought they only have a limit of 30 days to try out Method. I mentioned I can push out with an extension. Charlene said she had already started using the new account.,1.2,0.0,Has a new account set up. Reason: thought they only have a limit of 30 days to try out Method. I mentioned I can push out with an extension. Charlene said she had already started using the new account.,Uncategorized
aquablast,Other - please specify,"SI tried to down load my contacts twice and they did not upload so I did not have anything to work with.
I could not try your program because I had nothing to work with.

Talked with Deb and she said:
Her boss had the control on the MIE and he did not had his QB open most of the time because he was not in the office very often.
The sync ran a little bit and the items synced over but she did not wanted any items to sync at first place.
She wanted a stand alone CRM which does not touch their QB at all and just in case if any lead gets converted to a customer, she can manually enter them in QB.
I told them about us working on making Method as a stand alone software and when launched, will notify her if she is still in market looking for a solution.",1.0,0.0,"SI tried to down load my contacts twice and they did not upload so I did not have anything to work with.
I could not try your program because I had nothing to work with.

Talked with Deb and she said:
Her boss had the control on the MIE and he did not had his QB open most of the time because he was not in the office very often.
The sync ran a little bit and the items synced over but she did not wanted any items to sync at first place.
She wanted a stand alone CRM which does not touch their QB at all and just in case if any lead gets converted to a customer, she can manually enter them in QB.
I told them about us working on making Method as a stand alone software and when launched, will notify her if she is still in market looking for a solution.",Integration Issues
shawnwoodswoodsgolf1,,Method was difficult to use and learn,1.2,0.0,Method was difficult to use and learn,Too Complex/Clunky
theorderfulfillmentgroup,Other - please specify,"Bottom line is I didnt get the buy in from the team, and it was too expensive of a tool if they weren't going to use it properly.
",1.0,0.0,"Bottom line is I didnt get the buy in from the team, and it was too expensive of a tool if they weren't going to use it properly.",Price/Value
decoartfl,,My schedule didn’t allow time to explore Method,1.6,0.0,My schedule didn’t allow time to explore Method,Uncategorized
seekpublishing,Other - please specify,"Good morning, Harsh

 

I regret to inform you that we will not be able to immediately sign up for Method: CRM. Unfortunately during this trial we received word that we may have to switch operating systems that will potentially have its own CRM built in.

 

I personally appreciate your help with our demo and trial time. We will let you know if at a future date we wish to sign up with Method.

 

Thank you!

",1.0,0.0,"Good morning, Harsh

 

I regret to inform you that we will not be able to immediately sign up for Method: CRM. Unfortunately during this trial we received word that we may have to switch operating systems that will potentially have its own CRM built in.

 

I personally appreciate your help with our demo and trial time. We will let you know if at a future date we wish to sign up with Method.

 

Thank you!",Competitor Loss
bbc04,,I experienced technical issues with Method ,1.0,0.0,I experienced technical issues with Method,Performance Issues
visionsystech1,,Method was difficult to use and learn,1.6,0.0,Method was difficult to use and learn,Too Complex/Clunky
rethunkjunkllc,,My schedule didn’t allow time to explore Method,1.0,0.0,My schedule didn’t allow time to explore Method,Uncategorized
candent1,,Method was missing the following features,0.8,0.0,Method was missing the following features,Feature Gaps
bdr,Other - please specify,Will re-visit to evaluate again. Not needing the CRM for the time being,1.5,0.0,Will re-visit to evaluate again. Not needing the CRM for the time being,Uncategorized
bracostacoffee,,My schedule didn’t allow time to explore Method,1.8,0.0,My schedule didn’t allow time to explore Method,Uncategorized
maineislandenergy,Other - please specify,I found an app that appears to better meet our needs (as it's sole purpose is what we are seeking).,0.5,0.0,I found an app that appears to better meet our needs (as it's sole purpose is what we are seeking).,Uncategorized
nationalfilmconvertinginc,,Method was difficult to use and learn,1.6,0.0,Method was difficult to use and learn,Too Complex/Clunky
fullsun,,I experienced technical issues with Method ,0.2,0.0,I experienced technical issues with Method,Performance Issues
tampasheds,,Method was missing the following features,1.3,0.0,Method was missing the following features,Feature Gaps
newflooringhorizonsllc,,Method was missing the following features,0.0,0.0,Method was missing the following features,Feature Gaps
bepublishingcrm,Other - please specify,"Marcia – I will be following up. We are very interested in using Method; but my schedule doesn’t permit me to follow up yet. Thanks for staying in touch.

 ====
Will follow-up with Fernando again to setup another trial. ",1.2,0.0,"Marcia – I will be following up. We are very interested in using Method; but my schedule doesn’t permit me to follow up yet. Thanks for staying in touch.

 ====
Will follow-up with Fernando again to setup another trial.",Onboarding Failed
salliusa,Other - please specify,"thank you again for your help, we were impressed with method but decided to just use quickbooks stand alone. We will definitely keep you folks in mind for other business in the future.",1.0,0.0,"thank you again for your help, we were impressed with method but decided to just use quickbooks stand alone. We will definitely keep you folks in mind for other business in the future.",Integration Issues
monkeypakme1,Other - please specify,We switched and not using QBs anymore. Nothing to do with your platform.,1.5,0.0,We switched and not using QBs anymore. Nothing to do with your platform.,Competitor Loss
mate,,Method was difficult to use and learn,1.1,0.0,Method was difficult to use and learn,Too Complex/Clunky
hppackagingCo1,Other - please specify,", it was going to cost too much to customize and it slowed down my quickbooks.
we went with another software. ",1.1,0.0,", it was going to cost too much to customize and it slowed down my quickbooks.
we went with another software.",Poor Customization
RedandWhiteKitchenCompany,Other - please specify,We are temporarily closed during pandemic.,1.1,0.0,We are temporarily closed during pandemic.,Uncategorized
messenger,Other - please specify,"We have chosen to go with different CRM that was bit more straightforward to grasp for our sales team. 
Project support within the CRM was minimal.
We are possibly deciding to go with Zoho fro our CRM.",0.2,0.0,"We have chosen to go with different CRM that was bit more straightforward to grasp for our sales team. 
Project support within the CRM was minimal.
We are possibly deciding to go with Zoho fro our CRM.",Competitor Loss
vantagetagsystemsinc,Other - please specify,We have chosen another CRM program.,1.0,0.0,We have chosen another CRM program.,Competitor Loss
ibraceinc1,Other - please specify,Created second account by accident.,0.2,0.0,Created second account by accident.,Uncategorized
dunwell1,,I experienced technical issues with Method ,0.2,0.0,I experienced technical issues with Method,Performance Issues
UK360Degrees,Other - please specify,"You didn't at all, I loved it so much!
Due to the current situation with Covid-19 I have been furloughed and so I am not allowed to do any work at all. 

When this is all over I will definetly be in contact to get set up again. 
Thanks
Steph",1.2,0.0,"You didn't at all, I loved it so much!
Due to the current situation with Covid-19 I have been furloughed and so I am not allowed to do any work at all. 

When this is all over I will definetly be in contact to get set up again. 
Thanks
Steph",Uncategorized
stemfinity1,Other - please specify,"We are a small team and I had hoped that we would be ready for Method. Unfortunately, we are still getting Quickbooks Enterprise squared away with the team and it was too much for them to take on. I would like to work with you guys down the road as I saw many cool features and the ability to sync up with QB and gmail. Just not ready but thanks for everything",1.2,0.0,"We are a small team and I had hoped that we would be ready for Method. Unfortunately, we are still getting Quickbooks Enterprise squared away with the team and it was too much for them to take on. I would like to work with you guys down the road as I saw many cool features and the ability to sync up with QB and gmail. Just not ready but thanks for everything",Feature Gaps
rcmsecurityconsulting,Other - please specify,mistakeningly imported leads as customer. New to trial so its easier to restart. marked as exception. Hes signing up again this very minute.,0.1,0.0,mistakeningly imported leads as customer. New to trial so its easier to restart. marked as exception. Hes signing up again this very minute.,Uncategorized
pastorelliCo1,Other - please specify,Had informed me they will not be purchasing a CRM until end of January. Will need to start a new trial then.  In touch with Dean. ,1.2,0.0,Had informed me they will not be purchasing a CRM until end of January. Will need to start a new trial then.  In touch with Dean.,Uncategorized
sandreamimpact,,I experienced technical issues with Method ,0.7,0.0,I experienced technical issues with Method,Performance Issues
durangowoodcompanyCo1,Other - please specify,"Moving from QBO to QBD, started another trial for QBD",1.0,0.0,"Moving from QBO to QBD, started another trial for QBD",Integration Issues
epiglobal1,Other - please specify,Has a new account set up. Reason: thought they only have a limit of 30 days to try out Method. I mentioned I can push out with an extension. Charlene said she had already started using the new account.,1.9,0.0,Has a new account set up. Reason: thought they only have a limit of 30 days to try out Method. I mentioned I can push out with an extension. Charlene said she had already started using the new account.,Uncategorized
AirborneMedicalLLC,Other - please specify,"Not getting quickbooks, staying with Zoho",0.0,0.0,"Not getting quickbooks, staying with Zoho",Integration Issues
harvesterco,,Method was missing the following features,1.4,0.0,Method was missing the following features,Feature Gaps
fortcollinsspecialtyfoods,Other - please specify,We will not be using method at this time,1.1,0.0,We will not be using method at this time,Uncategorized
VFCOGSC,Not using their Method Account,Going back to basics since we are use to the app.,0.5,0.0,Going back to basics since we are use to the app.,Uncategorized
oneupvapor1,,My schedule didn’t allow time to explore Method,0.9,0.0,My schedule didn’t allow time to explore Method,Uncategorized
bmggroup,,Method was missing the following features,0.6,0.0,Method was missing the following features,Feature Gaps
noreenfirearms,,My schedule didn’t allow time to explore Method,1.1,0.0,My schedule didn’t allow time to explore Method,Uncategorized
interiorfusionllc,,My schedule didn’t allow time to explore Method,1.3,0.0,My schedule didn’t allow time to explore Method,Uncategorized
metaldepotltd,Other - please specify,"You absolutely didn't let me down!  Harsh was amazing to deal with and we will definitely be signing up in the future; however with everything going on right now relative to covid19 - we are seriously short staffed and this unfortunately has to take a back seat to other pressing matters.

Love the program and will definitely be a methodcrm user in the future.

Thanks for your understanding",1.3,0.0,"You absolutely didn't let me down!  Harsh was amazing to deal with and we will definitely be signing up in the future; however with everything going on right now relative to covid19 - we are seriously short staffed and this unfortunately has to take a back seat to other pressing matters.

Love the program and will definitely be a methodcrm user in the future.

Thanks for your understanding",Uncategorized
tbjgourmet,Other - please specify,We are sticking with our current CRM,0.7,0.0,We are sticking with our current CRM,Uncategorized
acc81210,Other - please specify,Cancelling on behalf of Deepa. No response since hold. ,1.4,0.0,Cancelling on behalf of Deepa. No response since hold.,Uncategorized
maddenmetals,Other - please specify,"We really thought we would go with Method because of the tight integration with Quickbooks Enterprise Desktop.  However, integration with our Nextiva VOIP phone system and pricing landed us with ZOHO CRM.",0.9,0.0,"We really thought we would go with Method because of the tight integration with Quickbooks Enterprise Desktop.  However, integration with our Nextiva VOIP phone system and pricing landed us with ZOHO CRM.",Integration Issues
iconhealthsciencellc,Other - please specify,"It is too expensive for us at this time...
",1.8,0.0,It is too expensive for us at this time...,Price/Value
FoxDairy,Other - please specify,Paulette said they're not quite ready yet.,0.9,0.0,Paulette said they're not quite ready yet.,UX/UI Issues
kingind,Other - please specify,"Really liked the idea of syncing CRM with Quickbooks, Methods sync engine along with the ability to customize got us very excited. We are a small distribution company needing more than QB can deliver and have been on a hunt for two years to find an affordable option to replace QB. All of the EPR systems are just too expensive out of the gate.  Methods approach looked like a great option. But once we dove in to the trial we realize Method does not offer even the basic functions of a CRM out of the box, so here we go again with the never ending money pit of customization, just like all the other players in this space. When I discussed this with the sales agent all he could say was you have a free hour of customization.  I was very excited when I first found out about Method and sad it did not work out. ",1.6,0.0,"Really liked the idea of syncing CRM with Quickbooks, Methods sync engine along with the ability to customize got us very excited. We are a small distribution company needing more than QB can deliver and have been on a hunt for two years to find an affordable option to replace QB. All of the EPR systems are just too expensive out of the gate.  Methods approach looked like a great option. But once we dove in to the trial we realize Method does not offer even the basic functions of a CRM out of the box, so here we go again with the never ending money pit of customization, just like all the other players in this space. When I discussed this with the sales agent all he could say was you have a free hour of customization.  I was very excited when I first found out about Method and sad it did not work out.",Poor Customization
dixiebellepaintcompany,Other - please specify,Pricing - too expensive for the size of the company,0.0,0.0,Pricing - too expensive for the size of the company,Price/Value
umark,Difficult Workflows / Workflow Challenges,Sorry but we have chose to not subscribe at this time.,1.1,0.0,Sorry but we have chose to not subscribe at this time.,Uncategorized
certifiedqbgroup,Sold Business / Closing Company,"I am retiring and think I should retire (Cancel) both this account and my demo account.
I have enjoyed being a partner with Method over the years. 
Thank you for this consideration
Peace,

Karen",106.0,0.0,"I am retiring and think I should retire (Cancel) both this account and my demo account.
I have enjoyed being a partner with Method over the years. 
Thank you for this consideration
Peace,

Karen",Uncategorized
sumigold,Other - please specify,Signed up for a new account: sumig,6.4,0.0,Signed up for a new account: sumig,Uncategorized
wildcraft,,Method was missing the following features,1.9,0.0,Method was missing the following features,Feature Gaps
dermalactives1,,Method was difficult to use and learn,1.9,0.0,Method was difficult to use and learn,Too Complex/Clunky
sundalefoodsinternationalinc,,Method was missing the following features,1.1,0.0,Method was missing the following features,Feature Gaps
fayettetrailers,Other - please specify,Account has not been in use. 3 users but 0 added to any packs. Responded to say they are not using Method.,49.4,0.0,Account has not been in use. 3 users but 0 added to any packs. Responded to say they are not using Method.,Uncategorized
hemprootsdirect,,Method was difficult to use and learn,0.7,0.0,Method was difficult to use and learn,Too Complex/Clunky
sumigcorp,Other - please specify,"from customer: ""We are using sap anywhere. Please remove me, thanks.""",0.2,0.0,"from customer: ""We are using sap anywhere. Please remove me, thanks.""",Uncategorized
dmuscio,Other - please specify,No response after multiple follow-ups,1.8,0.0,No response after multiple follow-ups,Uncategorized
atouchofnewhampshiregifts,,My schedule didn’t allow time to explore Method,1.5,0.0,My schedule didn’t allow time to explore Method,Uncategorized
harrisondreamgaragellc,,Method was missing the following features,0.8,0.0,Method was missing the following features,Feature Gaps
salesadminnssc,Other - please specify,Started new trial. Didnt have time in May to try out.,1.4,0.0,Started new trial. Didnt have time in May to try out.,Uncategorized
badmonkeypopcorn,Other - please specify,We just feel we dont need this at the moment. The app looks great.,1.0,0.0,We just feel we dont need this at the moment. The app looks great.,Uncategorized
pontegiuliousa,Other - please specify,Not as user friendly as what we needed especially in the note section.,1.0,0.0,Not as user friendly as what we needed especially in the note section.,Uncategorized
xmicrowave,Other - please specify,"Method does not support the new google interface.
The sync with quickbooks was nice but less useful than I had hoped.
Significant manual data entry was still required.",1.1,0.0,"Method does not support the new google interface.
The sync with quickbooks was nice but less useful than I had hoped.
Significant manual data entry was still required.",Integration Issues
owenspump,Other - please specify,"Richard: I needed something more like salesforce, so I went with salesforce for its customizability.
Phuong: Did you know that Method is entirely customizable? Would you share with me what you'd like to customize so I can show you how-to?
Richard: No thank you, I am set up with what I have now.
",1.1,0.0,"Richard: I needed something more like salesforce, so I went with salesforce for its customizability.
Phuong: Did you know that Method is entirely customizable? Would you share with me what you'd like to customize so I can show you how-to?
Richard: No thank you, I am set up with what I have now.",Competitor Loss
roofdancers,Other - please specify,"Phone call with Kathryn.  Team not ready to implement CRM yet, may try at later date.",1.0,0.0,"Phone call with Kathryn.  Team not ready to implement CRM yet, may try at later date.",Uncategorized
getitright,Other - please specify,"Spoke with Brian, said they'll be sticking with current process. Likes strong QB integration,  but more concerned with having a more user-friendly UI/better out-of-the-box CRM functionality.",1.0,0.0,"Spoke with Brian, said they'll be sticking with current process. Likes strong QB integration,  but more concerned with having a more user-friendly UI/better out-of-the-box CRM functionality.",Feature Gaps
thehairmovementold,Other - please specify,"You didn't let us down. it just wasn't the right time to trial METHOD for us. Will possibly look again in a few months.
Thanks",1.6,0.0,"You didn't let us down. it just wasn't the right time to trial METHOD for us. Will possibly look again in a few months.
Thanks",Uncategorized
dopagus,Feature Gap,Customer has email hosted on exchange server so it's not compatible with outlook add on. ,1.0,0.0,Customer has email hosted on exchange server so it's not compatible with outlook add on.,Uncategorized
vintage59,Tech Issue - Applications & Sync,QB crashed every time they tried to sync with Method. Spoke to us and Intuit but could not resolve issue.,0.6,0.0,QB crashed every time they tried to sync with Method. Spoke to us and Intuit but could not resolve issue.,Integration Issues
countersandfloors,,Database to hard for us to do. Found a simpler method with zoho.,0.5,0.0,Database to hard for us to do. Found a simpler method with zoho.,Uncategorized
magic,Tech Issue - Applications & Sync,"Had problems signing in, problems resetting password.",1.0,0.0,"Had problems signing in, problems resetting password.",Uncategorized
fhp,Other - please specify,"Unfortunately my boss has put this project on the backburner for the time being and I will need to cancel this meeting.   I am very interested in Method and I look forward to scheduling a walkthrough as soon as I’m given the green light on this project.  """"",0.2,0.0,"Unfortunately my boss has put this project on the backburner for the time being and I will need to cancel this meeting.   I am very interested in Method and I look forward to scheduling a walkthrough as soon as I’m given the green light on this project.  """"",Uncategorized
carterpanels,Other - please specify,"Was just testing it out, decided to not move forward past the trial.",1.1,0.0,"Was just testing it out, decided to not move forward past the trial.",Uncategorized
milawholesale,Other - please specify,Customer requested cancellation on chat.,1.1,0.0,Customer requested cancellation on chat.,Uncategorized
nellieshairemporiuminc2,Other - please specify,Customer will create new account due to import issues in this one.,0.2,0.0,Customer will create new account due to import issues in this one.,Uncategorized
foamsalesgroup,Other - please specify,We have chosen to stick with our current processes and will not need Method at this time. We appreciate your time with us and will let you know if we need anything from your services.,1.8,0.0,We have chosen to stick with our current processes and will not need Method at this time. We appreciate your time with us and will let you know if we need anything from your services.,Uncategorized
tirag,Other - please specify,We just can't find time to do a demo. We would like to try again sometime later. Thanks.,1.7,0.0,We just can't find time to do a demo. We would like to try again sometime later. Thanks.,Uncategorized
universalcoatings,Other - please specify,"I'm not using anything yet, but will be looking for something else. The main reason I am deleting the account and not subscribing is the fact you send me emails I didn't ask for.I cannot stand pushy companies emailing me daily to subscribe or sync or anything else and your email didn't have an unsubscribe link. Let me do what I need to do, when I want to do it. You just lost a customer, as I was thinking method was going to be a good fit, but now I'm looking elsewhere..",0.1,0.0,"I'm not using anything yet, but will be looking for something else. The main reason I am deleting the account and not subscribing is the fact you send me emails I didn't ask for.I cannot stand pushy companies emailing me daily to subscribe or sync or anything else and your email didn't have an unsubscribe link. Let me do what I need to do, when I want to do it. You just lost a customer, as I was thinking method was going to be a good fit, but now I'm looking elsewhere..",Integration Issues
caliberfabrication,Other - please specify,"Does not have time to thoroughly use the CRM for now, but wants to re-evaluate during their slow season in the winter months.",0.7,0.0,"Does not have time to thoroughly use the CRM for now, but wants to re-evaluate during their slow season in the winter months.",Performance Issues
efocusinc,Other - please specify,"It wasn't so much your service or platform; those were satisfactory to what we were using method for. Pricing was bit high per user in my opinion; also, I think if you packaged the service as one pricing and not become an add on, it would be more attractive. Primary reason we opted out is because we're a small business with small team members, we really didn't need Method as much as we thought we did.",1.0,0.0,"It wasn't so much your service or platform; those were satisfactory to what we were using method for. Pricing was bit high per user in my opinion; also, I think if you packaged the service as one pricing and not become an add on, it would be more attractive. Primary reason we opted out is because we're a small business with small team members, we really didn't need Method as much as we thought we did.",Price/Value
tradedesigninc,,My schedule didn’t allow time to explore Method,0.0,0.0,My schedule didn’t allow time to explore Method,Uncategorized
llelect,,Method was difficult to use and learn,1.2,0.0,Method was difficult to use and learn,Too Complex/Clunky
burlingtonmaterials,Other - please specify,"Customer request via chat.  """"we have decided on another system.thanks""""",0.9,0.0,"Customer request via chat.  """"we have decided on another system.thanks""""",Uncategorized
surepack,Other - please specify,"From chat: ""please cancel or send me information to cancel our Method account, we currently have other solution, thank you.""",0.7,0.0,"From chat: ""please cancel or send me information to cancel our Method account, we currently have other solution, thank you.""",Uncategorized
primivo,Other - please specify,"Thank you. Your program is good. We are just in the right space to change over right now.""""",1.6,0.0,"Thank you. Your program is good. We are just in the right space to change over right now.""""",Uncategorized
chouinardcustomfurnishingsllc,Other - please specify,"""I do not know anything about it? If I signed up, it was by accident. """,1.2,0.0,"""I do not know anything about it? If I signed up, it was by accident. """,Uncategorized
